"УИК №1136"	"УИК №1137"	"УИК №1138"	"УИК №1139"	"УИК №1140"	"УИК №1142"	"УИК №1143"	"УИК №1144"	"УИК №1145"	"УИК №1146"	"УИК №1147"	"УИК №1148"	"УИК №1149"	"УИК №1150"	"УИК №1151"	"УИК №1152"	"УИК №1153"	"УИК №1154"	"УИК №1155"	"УИК №1156"	"УИК №1157"	"УИК №1158"	"УИК №1159"	"УИК №1160"	"УИК №1161"	"УИК №1162"	"УИК №1163"	"УИК №1164"	"УИК №1165"	"УИК №1166"	"УИК №1167"	"УИК №1168"	"УИК №1169"	"УИК №1170"	"УИК №1171"	"УИК №1172"	"УИК №1173"	"УИК №1174"	
2433	1985	1962	2691	2360	1756	1464	1979	2398	1758	1966	2685	2661	1606	1096	996	666	1012	1744	1250	1452	1918	1430	1266	181	2091	186	164	79	1630	1623	621	1801	1385	1754	966	416	2608	
2200	1700	1700	2400	2100	1600	1400	1800	2200	1600	1800	2500	2400	1500	950	950	600	900	1600	1200	1300	1800	1300	1200	150	1900	150	140	90	1400	1300	500	1400	1100	1600	700	350	2500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1565	1266	1293	1592	1561	1091	826	1177	1438	1012	1355	1725	1524	989	588	551	360	587	1028	756	901	1152	768	690	103	1153	126	103	59	942	931	370	1292	886	1045	556	303	1730	
29	90	10	51	48	27	26	31	45	22	22	25	74	24	15	31	19	26	27	13	19	36	48	30	6	52	7	1	9	84	54	22	26	34	14	34	20	9	
606	344	397	757	491	482	548	592	717	566	423	749	802	487	347	368	221	287	545	431	380	612	484	480	41	695	17	36	22	374	315	108	82	180	541	110	27	761	
29	90	10	51	48	27	26	31	45	22	22	26	74	24	15	31	19	26	27	13	19	36	48	30	6	52	7	1	9	84	54	22	26	34	14	34	20	9	
1565	1266	1293	1592	1561	1090	826	1177	1438	1012	1353	1724	1523	989	588	551	360	586	1028	756	901	1152	768	690	103	1153	126	103	59	942	931	370	1292	886	1045	556	303	1730	
16	10	12	20	9	10	3	14	12	5	9	32	10	8	3	2	3	3	13	6	11	12	4	4	2	15	0	1	0	8	7	2	18	11	15	0	1	12	
1578	1346	1291	1623	1600	1107	849	1194	1471	1029	1366	1718	1587	1005	600	580	376	609	1042	763	909	1176	812	716	107	1190	133	103	68	1018	978	390	1300	909	1044	590	322	1727	
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	11	6	9	15	7	7	5	5	14	13	15	5	5	4	7	1	3	7	7	9	12	7	4	0	12	0	2	0	5	4	2	6	4	8	4	0	17	
195	150	144	165	155	128	78	144	173	128	187	209	187	132	78	55	42	60	132	81	97	135	93	81	3	110	12	12	3	102	128	47	134	89	124	84	33	213	
72	86	55	105	84	55	49	91	84	58	96	99	112	52	38	40	26	40	56	26	71	75	50	58	15	88	6	4	1	78	72	19	121	44	46	40	23	90	
1176	1013	1004	1270	1250	867	680	913	1150	765	995	1283	1208	774	452	457	284	484	798	593	682	899	634	535	86	928	112	82	62	805	746	308	997	711	812	442	254	1296	
58	38	36	37	47	19	13	18	22	35	31	59	43	22	15	13	10	11	17	22	13	28	8	17	1	20	0	1	1	9	12	8	24	35	25	9	10	58	
13	15	9	9	8	10	4	8	12	3	10	12	8	4	4	3	2	1	8	4	8	6	7	4	0	9	1	0	1	7	5	1	6	3	6	0	0	10	
28	19	20	14	18	11	2	8	10	20	19	22	13	11	5	3	6	1	11	16	14	7	7	12	2	10	2	0	0	4	8	2	3	7	10	7	2	22	
27	14	17	14	23	10	16	7	15	6	15	19	11	5	4	2	5	9	13	14	15	14	6	5	0	13	0	2	0	8	3	3	9	16	13	4	0	21	
