"УИК №181"	"УИК №182"	"УИК №183"	"УИК №184"	"УИК №185"	"УИК №186"	"УИК №187"	"УИК №188"	"УИК №189"	"УИК №190"	"УИК №191"	"УИК №192"	"УИК №193"	"УИК №194"	"УИК №195"	"УИК №196"	"УИК №197"	"УИК №198"	"УИК №199"	"УИК №200"	"УИК №201"	"УИК №202"	
325	176	170	197	127	129	500	404	666	406	684	768	449	424	597	212	338	361	171	163	405	604	
270	160	160	170	100	115	440	330	595	355	615	700	400	380	525	185	300	315	140	145	365	545	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
204	123	105	129	69	73	349	251	355	240	389	440	236	235	340	133	208	229	110	121	268	367	
9	1	4	5	3	0	12	4	12	9	12	23	26	11	9	4	7	9	0	0	5	9	
57	36	51	36	28	42	79	75	228	106	214	237	138	134	176	48	85	77	30	24	92	169	
9	1	4	5	3	0	12	4	12	9	12	23	26	11	9	4	7	9	0	0	5	9	
204	123	105	129	69	73	349	251	355	240	389	440	235	235	338	133	208	229	110	121	268	367	
2	0	0	1	0	1	2	2	5	3	2	2	0	2	4	1	1	7	0	1	2	4	
211	124	109	133	72	72	359	253	362	246	399	461	261	244	343	136	214	231	110	120	271	372	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	0	2	0	0	0	0	4	2	4	5	1	1	0	0	2	2	0	1	2	2	
47	10	11	3	4	12	76	46	84	37	77	88	47	50	91	11	22	45	21	21	33	74	
14	4	2	1	2	9	25	17	20	13	29	29	15	13	27	10	18	12	2	7	7	38	
147	109	96	126	65	48	251	185	239	190	283	331	193	173	216	114	169	171	83	88	226	248	
2	0	0	1	1	1	2	1	8	1	2	0	1	2	2	0	1	0	2	0	1	3	
0	0	0	0	0	1	2	3	1	2	2	1	2	1	5	1	1	1	0	0	0	2	
0	0	0	0	0	1	3	0	5	0	0	2	1	1	0	0	1	0	1	1	1	2	
0	1	0	0	0	0	0	1	1	1	2	5	1	3	2	0	0	0	1	2	1	3	
