"УИК №901"	"УИК №902"	"УИК №903"	"УИК №904"	"УИК №905"	"УИК №906"	"УИК №907"	"УИК №908"	"УИК №909"	"УИК №910"	"УИК №911"	"УИК №912"	"УИК №913"	"УИК №914"	"УИК №915"	"УИК №916"	"УИК №917"	"УИК №918"	"УИК №919"	"УИК №920"	"УИК №921"	"УИК №922"	"УИК №923"	"УИК №924"	"УИК №925"	"УИК №926"	"УИК №927"	"УИК №928"	"УИК №929"	"УИК №930"	"УИК №931"	"УИК №932"	"УИК №933"	"УИК №934"	"УИК №935"	"УИК №936"	"УИК №937"	"УИК №938"	"УИК №939"	"УИК №940"	"УИК №941"	"УИК №942"	
1293	2272	2202	2399	399	2030	370	383	1228	1336	1308	1185	1363	1160	145	610	170	449	212	260	582	313	322	300	1834	189	501	489	304	502	905	954	733	113	680	745	382	1410	481	1050	685	364	
1379	2277	2275	2468	395	2095	390	377	1262	1341	1335	1070	1420	1188	141	641	167	476	212	271	560	326	325	309	1881	193	523	512	308	553	933	994	751	102	702	766	375	1446	480	1073	699	377	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
636	1371	1077	1278	146	999	216	261	640	732	782	662	782	590	38	332	126	266	90	144	300	148	192	148	876	151	317	303	167	235	367	448	393	80	408	371	230	530	215	479	306	212	
42	59	87	62	43	129	11	24	30	39	28	108	31	39	13	30	5	16	18	30	39	57	31	14	322	10	19	22	16	76	100	72	52	13	55	32	38	220	43	70	55	44	
701	847	1111	1128	206	967	163	92	592	570	525	300	607	559	90	279	36	194	104	97	221	121	102	147	683	32	187	187	125	242	466	474	306	9	239	363	107	696	222	524	338	121	
42	59	87	62	43	129	11	24	30	39	28	108	31	39	13	30	5	16	18	30	39	57	31	14	322	10	19	22	16	76	100	72	52	13	55	32	38	220	43	70	55	44	
636	1371	1077	1277	146	999	216	261	640	732	782	662	782	590	38	332	126	266	90	144	300	148	192	148	876	151	317	303	167	235	367	448	393	80	408	371	230	530	215	479	306	212	
8	13	18	16	0	2	2	1	2	10	8	11	8	13	0	1	3	5	0	0	4	3	6	2	16	0	3	1	3	5	1	8	7	2	8	7	9	10	0	10	4	0	
670	1417	1146	1323	189	1126	225	284	668	761	802	759	805	616	51	361	128	277	108	174	335	202	217	160	1182	161	333	324	180	306	466	512	438	91	455	396	259	740	258	539	357	256	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	8	5	13	0	9	0	2	6	6	3	3	4	3	0	1	0	1	2	0	2	2	2	1	3	1	1	3	0	1	3	2	1	0	1	1	2	4	1	2	3	1	
125	209	196	287	45	229	46	19	154	181	176	179	169	116	3	56	42	65	24	14	68	41	18	17	107	16	68	20	15	34	65	89	45	10	90	62	27	157	54	56	68	22	
30	67	68	107	10	73	9	4	45	54	47	50	57	51	6	18	14	4	8	3	20	9	24	9	62	1	13	10	14	25	21	38	28	5	11	23	20	49	6	34	23	18	
490	1097	836	882	133	770	162	251	439	495	553	501	550	388	40	282	71	199	71	154	228	147	172	125	984	140	238	289	144	242	367	376	357	75	346	301	205	518	193	441	256	209	
7	16	22	9	0	18	3	6	7	11	9	10	11	4	0	1	1	4	1	2	12	2	0	3	7	0	11	2	4	1	4	2	2	1	3	3	1	5	1	1	2	5	
5	11	8	13	0	21	3	1	6	3	4	3	5	4	1	1	0	1	1	1	3	1	0	3	10	1	2	0	1	2	4	1	3	0	1	2	2	4	1	2	0	0	
5	4	9	7	1	3	1	0	7	5	5	9	7	46	0	0	0	1	1	0	2	0	1	1	5	0	0	0	0	1	2	1	2	0	1	1	2	2	1	2	2	1	
2	5	2	5	0	3	1	1	4	6	5	4	2	4	1	2	0	2	0	0	0	0	0	1	4	2	0	0	2	0	0	3	0	0	2	3	0	1	1	1	3	0	
