"УИК №1623"	"УИК №1624"	"УИК №1625"	"УИК №1626"	"УИК №1628"	"УИК №1629"	"УИК №1630"	"УИК №1631"	"УИК №1632"	"УИК №1633"	"УИК №1634"	"УИК №1635"	"УИК №1636"	"УИК №1637"	"УИК №1638"	"УИК №1639"	"УИК №1640"	"УИК №1642"	"УИК №1643"	"УИК №1644"	"УИК №1645"	"УИК №1647"	"УИК №1648"	"УИК №1649"	"УИК №1650"	"УИК №1651"	"УИК №1652"	"УИК №1653"	"УИК №1654"	"УИК №1655"	"УИК №1656"	"УИК №1657"	"УИК №1658"	"УИК №1659"	"УИК №1660"	"УИК №1661"	"УИК №1662"	"УИК №2234"	"УИК №2235"	
652	166	353	1101	1152	1492	1236	1957	1292	247	347	81	611	148	240	178	216	656	158	164	211	742	169	635	458	614	269	227	147	661	329	242	243	135	841	253	610	467	1671	
650	150	350	1000	1000	1100	1000	1500	1000	250	350	80	600	150	250	150	200	650	150	150	200	700	150	600	400	600	250	230	150	700	300	250	200	150	800	230	600	400	1500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
554	102	282	690	654	842	739	1187	740	216	260	76	466	84	219	108	141	449	102	110	184	410	92	484	241	431	237	186	115	490	207	166	188	81	620	196	445	272	972	
34	11	16	191	161	109	63	54	27	3	33	0	16	11	4	12	19	30	17	6	11	63	23	114	21	62	7	17	18	53	40	23	10	15	31	13	43	29	47	
62	37	52	119	185	149	198	259	233	31	57	4	118	55	27	30	40	171	31	34	5	227	35	2	138	107	6	27	17	157	53	61	2	54	149	21	112	99	481	
34	11	16	191	161	109	63	54	27	3	33	0	16	11	4	12	19	30	17	6	11	63	23	114	21	62	7	17	18	53	40	23	10	15	31	13	43	29	47	
554	102	282	690	654	842	739	1187	740	216	260	76	466	84	219	108	141	449	102	110	184	410	92	484	241	431	237	186	115	490	207	166	188	81	620	196	445	272	972	
3	1	3	8	8	5	14	11	41	2	2	0	6	0	6	2	1	5	1	1	3	1	1	6	3	5	2	4	2	2	5	3	0	1	8	1	2	2	10	
585	112	295	873	807	946	788	1230	726	217	291	76	476	95	217	118	159	474	118	115	192	472	114	592	259	488	242	199	131	541	242	186	198	95	643	208	486	299	1009	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	1	0	6	3	5	4	7	7	1	2	0	0	0	0	0	1	4	2	0	0	2	0	3	0	1	0	0	1	3	0	0	1	1	6	0	4	1	5	
31	3	42	123	120	208	160	323	133	29	29	4	46	17	38	8	13	96	16	8	16	130	17	37	49	50	13	16	24	90	61	6	18	13	150	54	101	68	244	
21	6	15	33	58	78	48	69	54	10	17	3	34	11	29	7	14	44	14	12	6	37	11	23	29	23	19	10	7	61	32	18	13	13	67	12	27	18	58	
529	100	235	698	599	629	560	797	515	177	237	69	390	66	137	103	130	326	79	94	169	293	83	522	179	408	206	167	93	377	145	160	164	68	409	137	348	207	686	
0	0	0	5	3	6	5	12	8	0	0	0	3	0	4	0	0	1	2	0	1	6	3	1	0	3	1	3	1	2	1	0	0	0	4	1	0	0	8	
0	0	2	3	17	3	6	8	2	0	3	0	2	1	7	0	1	0	5	0	0	3	0	5	2	2	1	1	5	6	3	0	1	0	3	1	5	4	6	
1	0	1	2	6	5	5	8	6	0	2	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1	2	0	1	0	0	1	0	2	0	0	0	0	
1	2	0	3	1	12	0	6	1	0	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	2	3	1	1	2	
