"УИК №1301"	"УИК №1302"	"УИК №1303"	"УИК №1304"	"УИК №1305"	"УИК №1306"	"УИК №1307"	"УИК №1308"	"УИК №1309"	"УИК №1310"	"УИК №1311"	"УИК №1312"	"УИК №1313"	"УИК №1314"	"УИК №1315"	"УИК №1316"	"УИК №1317"	"УИК №1318"	"УИК №1319"	"УИК №1320"	"УИК №1321"	"УИК №1322"	"УИК №1323"	"УИК №1324"	"УИК №1325"	"УИК №1326"	"УИК №1327"	"УИК №1328"	"УИК №1329"	"УИК №1330"	"УИК №1331"	"УИК №1332"	
1338	219	433	913	194	599	238	190	361	805	214	857	225	576	183	168	941	799	1210	896	2407	618	1577	2204	1848	1544	1763	1755	1616	1859	977	1331	
1250	201	432	960	165	525	278	222	346	829	198	922	242	588	183	197	900	800	1100	900	2200	650	1450	2300	1700	1600	1500	1500	1300	1600	1000	1350	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1001	130	272	575	123	266	142	81	193	391	119	605	146	294	77	79	576	454	673	503	1407	414	1058	1305	1293	1052	1144	1147	1018	1114	539	853	
53	52	53	75	20	130	53	78	92	141	45	87	39	165	39	44	105	47	96	83	132	35	42	56	116	17	22	23	23	64	38	42	
196	19	107	310	22	129	83	63	61	297	34	230	57	129	67	74	219	299	331	314	661	201	350	939	291	531	334	330	259	422	423	455	
53	52	53	75	20	130	53	78	92	141	45	87	39	165	39	44	105	47	96	83	132	35	42	56	116	17	22	23	23	64	38	42	
1001	130	272	575	123	266	142	81	193	391	119	605	146	294	77	79	576	454	673	503	1407	414	1058	1305	1293	1052	1144	1147	1018	1114	539	853	
10	0	3	5	0	7	0	1	0	5	3	8	0	1	2	0	1	6	10	8	16	5	18	8	24	11	18	11	13	10	6	12	
1044	182	322	645	143	389	195	158	285	527	161	684	185	458	114	123	680	495	759	578	1523	444	1082	1353	1385	1058	1148	1159	1028	1168	571	883	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	0	3	5	0	3	1	0	0	2	0	4	0	5	1	0	1	0	3	2	12	11	10	13	8	9	7	11	3	5	8	3	
90	7	29	75	7	54	9	13	29	52	12	79	17	59	4	8	77	62	74	76	173	57	144	147	121	106	166	164	145	157	60	99	
78	5	30	47	3	21	11	12	22	31	15	64	25	30	3	14	59	39	37	35	127	27	41	89	182	90	72	81	64	74	37	77	
838	170	256	514	130	298	172	132	230	434	131	514	141	360	103	100	528	382	626	453	1177	341	862	1064	996	780	875	880	781	895	450	675	
18	0	2	3	1	5	1	1	0	2	1	9	1	1	1	0	4	4	4	3	11	2	9	12	50	34	10	3	12	16	6	11	
5	0	2	0	2	2	0	0	2	3	1	4	1	2	1	0	2	5	4	5	7	3	9	13	5	12	9	4	9	9	4	7	
3	0	0	1	0	2	1	0	1	3	1	9	0	0	1	0	3	1	3	2	8	2	6	10	11	16	4	3	8	6	4	3	
5	0	0	0	0	4	0	0	1	0	0	1	0	1	0	1	6	2	8	2	8	1	1	5	12	11	5	13	6	6	2	8	
