"УИК №1292"	"УИК №1293"	"УИК №1294"	"УИК №1295"	"УИК №1296"	"УИК №1297"	"УИК №1298"	"УИК №1299"	"УИК №1300"	"УИК №1301"	"УИК №1302"	"УИК №1303"	"УИК №1304"	"УИК №1305"	"УИК №1306"	"УИК №1307"	"УИК №1308"	"УИК №1309"	"УИК №1310"	"УИК №1311"	"УИК №1312"	
1366	1220	1279	1440	1431	1273	1235	832	599	1230	1255	1361	853	1290	734	196	1170	337	343	180	76	
1250	1150	1200	1350	1350	1200	1150	800	550	1150	1150	1250	750	1200	650	150	1200	350	350	170	75	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
926	867	905	941	1015	794	778	477	386	802	858	934	535	819	429	135	677	254	231	142	56	
31	42	28	47	30	42	51	36	26	68	51	35	38	57	84	9	216	39	60	11	13	
293	241	267	362	305	364	321	287	138	280	241	281	177	324	137	6	307	57	59	17	6	
31	42	28	47	30	42	51	36	26	68	51	35	38	57	84	9	216	39	60	11	13	
926	867	905	941	1015	794	778	477	386	802	858	934	535	819	429	135	677	254	231	142	56	
23	13	24	25	25	18	16	7	6	15	27	19	6	16	8	2	10	5	10	6	1	
934	896	909	963	1020	818	813	506	406	855	882	950	567	860	505	142	883	288	281	147	68	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	5	8	12	9	9	14	3	1	16	5	14	7	6	5	2	6	1	4	0	0	
198	165	153	168	205	163	124	76	85	158	129	179	109	178	106	24	119	50	37	20	5	
72	88	48	96	82	73	59	56	53	56	57	62	64	95	45	12	106	47	30	20	9	
623	589	648	653	688	532	588	353	250	591	652	647	366	570	326	94	628	179	204	105	52	
15	16	12	16	7	12	7	4	2	10	18	16	15	2	11	6	14	5	1	1	1	
7	7	17	6	16	8	7	5	5	5	10	14	2	6	4	1	3	3	4	0	1	
9	10	10	7	7	13	7	4	5	7	5	11	1	2	2	2	5	2	0	1	0	
5	16	13	5	6	8	7	5	5	12	6	7	3	1	6	1	2	1	1	0	0	
