"УИК №1864"	"УИК №1865"	"УИК №1866"	"УИК №1867"	"УИК №1868"	"УИК №1869"	"УИК №1870"	"УИК №1871"	"УИК №1872"	"УИК №1873"	"УИК №1874"	"УИК №1875"	"УИК №1876"	"УИК №1877"	"УИК №1878"	"УИК №1879"	"УИК №1880"	"УИК №1881"	"УИК №1882"	"УИК №1883"	"УИК №1884"	"УИК №1885"	"УИК №1886"	"УИК №1887"	"УИК №1888"	"УИК №1889"	"УИК №1890"	"УИК №1891"	"УИК №1892"	"УИК №1893"	"УИК №1894"	"УИК №1895"	"УИК №1896"	"УИК №1897"	"УИК №1898"	"УИК №1899"	
273	598	239	698	607	148	242	331	870	579	478	212	161	193	253	778	818	130	261	127	772	342	459	651	984	785	589	879	159	625	688	2509	670	1983	2377	592	
250	600	200	700	600	141	250	350	900	600	500	200	150	200	250	850	850	100	250	100	800	350	450	650	1050	850	600	900	150	650	750	2650	650	2000	2450	600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170	335	168	437	375	113	154	251	502	375	272	162	103	112	158	458	477	75	169	81	446	214	309	374	576	449	377	543	95	378	411	1355	375	1197	1364	375	
15	27	12	40	48	9	19	21	37	14	26	13	5	26	8	45	55	1	15	8	58	26	34	36	50	51	30	49	5	44	66	87	29	83	179	10	
65	238	20	223	177	19	77	78	361	211	202	25	42	62	84	347	318	24	66	11	296	110	107	240	424	350	193	308	50	228	273	1208	246	720	907	215	
15	27	12	40	48	9	19	21	37	14	26	13	5	26	8	45	55	1	15	8	58	26	34	36	50	51	30	49	5	44	66	87	29	83	179	10	
170	335	168	437	375	113	154	251	502	375	272	162	103	112	158	458	477	75	169	81	446	214	309	374	576	449	377	543	95	378	411	1355	374	1197	1364	375	
0	3	1	5	1	1	1	0	13	6	5	0	0	0	2	1	5	0	2	0	6	2	4	3	8	6	4	11	0	5	6	23	5	7	23	7	
185	359	179	472	422	121	172	272	526	383	293	175	108	138	164	502	527	76	182	89	498	238	339	407	618	494	403	581	100	417	471	1419	398	1273	1520	378	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	4	2	1	6	1	0	2	6	3	4	0	2	1	2	2	8	0	2	0	3	1	3	4	3	3	1	1	0	4	3	9	4	11	9	1	
45	108	26	74	82	7	19	39	95	72	53	38	17	19	42	81	95	14	34	12	77	57	46	86	128	76	53	76	9	64	145	388	123	368	423	96	
16	24	28	37	29	14	24	23	47	37	25	24	11	10	24	35	51	5	9	21	38	10	25	38	78	33	39	36	14	27	31	126	24	99	111	22	
120	217	119	349	295	97	128	205	365	268	202	108	78	103	93	379	362	53	133	54	371	166	260	274	400	376	301	453	76	316	285	873	243	771	948	252	
0	3	2	1	3	1	0	2	5	1	2	2	0	0	0	3	2	4	1	2	6	0	4	0	3	2	4	5	0	1	2	8	1	4	9	2	
1	2	1	4	4	1	1	1	5	1	4	2	0	2	0	1	5	0	1	0	1	1	0	4	4	3	2	7	1	5	3	6	3	6	8	2	
0	1	0	2	1	0	0	0	3	1	1	0	0	3	0	1	2	0	1	0	2	0	0	1	2	1	1	1	0	0	0	4	0	6	5	1	
1	0	1	4	2	0	0	0	0	0	2	1	0	0	3	0	2	0	1	0	0	3	1	0	0	0	2	2	0	0	2	5	0	8	7	2	
