"УИК №323"	"УИК №324"	"УИК №325"	"УИК №326"	"УИК №327"	"УИК №328"	"УИК №329"	
1564	76	223	155	138	410	131	
1670	90	250	180	145	500	165	
0	0	16	7	4	42	2	
959	58	167	117	113	276	107	
110	5	7	6	5	16	4	
601	27	60	50	23	166	52	
110	5	23	13	9	58	6	
959	58	167	117	113	276	107	
0	2	3	0	1	2	0	
1069	61	187	130	121	332	113	
0	0	0	0	0	0	0	
0	0	0	0	0	0	0	

3	1	1	0	1	1	0	
268	14	20	31	22	90	19	
22	2	5	4	0	5	1	
752	41	160	93	93	229	93	
13	1	1	1	2	6	0	
5	1	0	1	2	1	0	
3	0	0	0	1	0	0	
3	1	0	0	0	0	0	
