"УИК №2201"	"УИК №2202"	"УИК №2203"	"УИК №2204"	"УИК №2205"	"УИК №2206"	"УИК №2207"	"УИК №2208"	"УИК №2209"	"УИК №2210"	"УИК №2211"	"УИК №2212"	"УИК №2213"	"УИК №2214"	"УИК №2215"	"УИК №2216"	"УИК №2217"	"УИК №2218"	"УИК №2219"	"УИК №2220"	"УИК №2221"	"УИК №2222"	"УИК №2223"	"УИК №2224"	"УИК №2225"	
1099	1238	1274	723	335	309	186	453	370	495	84	391	53	179	278	659	58	84	492	410	204	112	395	539	183	
1000	1100	1100	600	300	250	170	400	300	400	80	300	50	170	250	600	55	80	450	400	180	100	350	500	170	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
662	780	835	455	192	223	106	325	249	326	52	225	33	97	164	374	34	58	334	288	138	83	239	406	100	
125	87	116	55	37	26	17	33	48	67	20	60	5	30	40	101	13	13	38	51	22	11	78	44	23	
213	233	149	90	71	1	47	42	3	7	8	15	12	43	46	125	8	9	78	61	20	6	33	50	47	
125	87	116	55	37	26	17	33	48	67	20	60	5	30	40	101	13	13	38	51	22	11	78	44	23	
662	780	835	455	192	223	106	325	249	326	52	225	33	97	164	374	34	58	334	288	138	83	239	406	100	
2	7	11	8	1	0	0	2	0	7	2	4	2	1	0	0	0	0	2	0	1	0	1	5	2	
785	860	940	502	228	249	123	356	297	386	70	281	36	126	204	475	47	71	370	339	159	94	316	445	121	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	4	4	4	0	1	0	1	1	2	1	4	0	1	3	3	0	0	2	0	0	0	3	0	0	
104	110	128	64	12	16	22	38	7	40	16	44	4	26	18	84	3	0	19	25	10	10	31	44	17	
32	40	39	20	1	8	7	12	8	4	4	9	1	3	16	23	1	6	13	13	5	1	17	6	8	
626	690	758	406	214	222	90	299	277	338	47	221	31	93	167	358	43	65	333	297	141	82	256	390	94	
6	7	3	0	0	0	2	0	2	1	1	1	0	0	0	4	0	0	3	1	1	1	1	1	2	
3	4	3	3	0	2	2	3	2	1	0	1	0	3	0	3	0	0	0	2	0	0	6	1	0	
2	4	1	4	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	2	0	2	3	0	
3	1	4	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
