"УИК №866"	"УИК №867"	"УИК №868"	"УИК №869"	"УИК №870"	"УИК №871"	"УИК №872"	"УИК №873"	"УИК №874"	"УИК №875"	"УИК №876"	"УИК №877"	"УИК №878"	"УИК №879"	"УИК №880"	"УИК №881"	"УИК №882"	"УИК №883"	"УИК №884"	"УИК №885"	"УИК №886"	"УИК №887"	"УИК №888"	"УИК №889"	"УИК №890"	"УИК №891"	"УИК №892"	"УИК №893"	"УИК №894"	"УИК №895"	"УИК №896"	"УИК №897"	"УИК №898"	"УИК №899"	
1085	858	1102	1239	336	493	201	232	420	165	490	127	190	549	126	103	532	712	80	138	90	124	484	170	248	261	878	172	158	483	101	89	817	127	
1100	850	1100	1250	330	450	200	200	400	170	470	130	180	540	130	110	560	700	80	140	90	120	500	160	250	250	850	160	170	500	100	80	850	130	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
574	477	594	722	193	278	142	124	241	102	275	78	127	272	57	62	290	367	42	32	52	64	255	101	161	153	376	124	102	243	46	58	424	65	
46	63	86	38	26	26	9	20	33	4	55	15	11	33	0	3	32	71	8	32	3	9	25	8	0	18	80	16	18	69	5	1	78	0	
480	310	420	490	111	146	49	56	126	64	140	37	42	235	73	45	238	262	30	76	35	47	220	51	89	79	394	20	50	188	49	21	348	65	
46	63	86	38	26	26	9	20	33	4	55	15	11	33	0	3	32	71	8	32	3	9	25	8	0	18	80	16	18	69	5	1	78	0	
574	477	594	722	193	278	142	124	241	102	275	78	127	272	57	62	290	367	42	32	52	64	255	101	161	153	376	124	102	243	46	58	424	65	
10	6	10	17	3	4	1	0	1	1	4	0	3	1	0	0	4	2	0	0	0	0	6	0	0	4	5	0	0	2	0	0	3	0	
610	534	670	743	216	300	150	144	273	105	326	93	135	304	57	65	318	436	50	64	55	73	274	109	161	167	451	140	120	310	51	59	499	65	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	0	0	1	2	0	0	1	3	0	2	1	0	0	0	0	2	5	0	0	0	0	1	0	5	0	1	0	0	0	0	1	4	0	
118	107	148	166	30	52	14	22	81	13	50	11	16	45	24	2	51	54	9	2	7	10	43	13	21	11	47	9	4	36	1	2	75	15	
53	53	52	58	26	18	6	10	18	8	29	6	19	22	0	17	34	30	3	5	2	3	20	18	4	11	41	11	1	17	3	3	72	5	
425	364	459	509	155	221	127	106	166	84	238	74	98	236	31	46	225	338	38	57	45	57	206	77	129	143	348	117	113	251	47	52	341	44	
3	1	5	5	3	0	0	1	3	0	4	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	4	3	2	3	0	1	4	1	
4	3	1	4	0	7	3	4	2	0	1	0	1	1	2	0	0	5	0	0	0	3	2	0	2	1	8	0	0	2	0	0	1	0	
2	1	4	0	0	1	0	0	0	0	1	1	1	0	0	0	3	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	
3	5	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	
