"УИК №1601"	"УИК №1602"	"УИК №1603"	"УИК №1604"	"УИК №1605"	"УИК №1606"	"УИК №1607"	"УИК №1608"	"УИК №1609"	"УИК №1610"	"УИК №1611"	"УИК №1612"	"УИК №1613"	"УИК №1614"	"УИК №1615"	"УИК №1616"	"УИК №1617"	"УИК №1618"	"УИК №1619"	"УИК №1620"	"УИК №1621"	"УИК №1622"	"УИК №1623"	"УИК №1624"	"УИК №1625"	"УИК №1626"	"УИК №1627"	"УИК №1628"	"УИК №1629"	"УИК №1630"	"УИК №1631"	"УИК №1632"	
2552	873	410	407	505	153	466	241	487	123	387	233	416	552	600	446	224	178	432	201	379	290	506	200	587	194	553	251	459	229	471	315	
2500	850	400	400	500	150	450	200	450	100	350	200	400	550	600	400	200	150	450	165	350	250	500	200	600	200	550	250	450	200	450	300	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1703	561	249	211	345	114	360	146	378	82	235	87	230	349	278	317	176	115	285	114	259	171	346	146	312	112	369	165	298	173	294	162	
168	51	23	50	38	10	61	34	70	10	13	55	45	119	113	64	24	33	61	39	41	63	61	32	98	24	82	49	97	22	102	81	
629	238	128	139	117	26	29	20	2	8	102	58	125	82	209	19	0	2	104	12	50	16	93	22	190	64	99	36	55	5	54	57	
168	51	23	50	38	10	61	34	70	10	13	55	45	119	113	64	24	33	61	39	41	63	61	32	98	24	82	49	97	22	102	81	
1703	561	249	211	345	114	360	146	378	82	235	87	230	349	278	317	176	115	285	114	259	171	346	146	312	112	369	165	298	173	294	162	
17	8	2	2	2	1	2	4	4	0	2	0	2	4	1	2	1	3	0	1	3	2	4	1	7	0	2	0	0	0	2	1	
1854	604	270	259	381	123	419	176	444	92	246	142	273	464	390	379	199	145	346	152	297	232	403	177	403	136	449	214	395	195	394	242	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	2	0	0	3	1	1	1	1	0	0	3	1	1	1	0	0	1	4	2	5	0	2	1	0	1	3	0	2	2	4	1	
244	88	41	44	37	12	24	20	32	3	41	30	41	46	37	17	25	11	32	22	7	21	40	9	74	23	68	39	26	7	64	27	
84	25	25	18	38	9	11	7	17	6	15	11	8	22	20	13	5	6	18	7	8	20	26	4	33	10	24	10	13	9	10	15	
1484	483	201	191	295	100	378	144	389	83	187	94	220	390	330	346	168	125	288	120	276	186	330	161	292	100	347	161	351	175	310	197	
9	2	0	2	2	0	1	3	2	0	2	1	3	1	1	1	0	1	1	0	0	1	2	2	0	0	4	2	0	1	2	1	
6	4	2	3	5	0	2	0	2	0	0	0	0	4	0	2	0	1	2	1	0	3	0	0	1	2	2	1	0	1	1	0	
10	0	1	1	0	1	1	0	0	0	0	3	0	0	1	0	1	0	1	0	1	1	2	0	2	0	1	1	0	0	3	0	
10	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	1	
