"УИК №1156"	"УИК №1157"	"УИК №1158"	"УИК №1159"	"УИК №1160"	"УИК №1161"	"УИК №1162"	"УИК №1163"	"УИК №1164"	"УИК №1165"	"УИК №1166"	"УИК №1167"	"УИК №1168"	"УИК №1169"	"УИК №1170"	"УИК №1171"	"УИК №1172"	"УИК №1173"	"УИК №1174"	"УИК №1175"	"УИК №1176"	"УИК №1177"	"УИК №1178"	"УИК №1179"	"УИК №1180"	
348	1042	586	521	678	575	1254	1252	1352	1078	545	2119	766	763	1726	245	648	1118	986	841	968	901	570	412	520	
350	1100	580	520	690	600	1200	1240	1330	1000	600	2150	800	760	1760	245	680	1130	1000	820	970	900	600	405	520	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
331	1042	528	483	678	382	990	1200	1235	1000	545	2119	702	701	1607	245	581	1055	939	808	922	828	530	374	499	
3	0	23	17	0	38	139	0	0	0	0	0	0	0	0	0	10	10	0	0	0	14	10	0	0	
16	58	29	20	12	180	71	40	95	0	55	31	98	59	153	0	89	65	61	12	48	58	60	31	21	
3	0	23	17	0	38	139	0	0	0	0	0	0	0	0	0	10	10	0	0	0	14	10	0	0	
331	1042	528	483	678	382	990	1200	1235	1000	545	2119	702	701	1607	245	581	1055	939	808	922	828	530	374	499	
0	0	4	9	20	4	11	0	4	0	4	16	0	0	0	0	5	0	4	10	4	0	0	1	0	
334	1042	547	491	658	416	1118	1200	1231	1000	541	2103	702	701	1607	245	586	1065	935	798	918	842	540	373	499	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	3	3	0	2	2	0	0	0	0	3	0	0	2	0	1	0	0	4	4	1	3	0	0	
32	96	30	28	33	111	30	12	63	69	73	36	37	52	63	15	91	57	53	45	30	58	59	28	15	
0	0	0	1	0	0	1	0	1	0	0	4	2	0	2	0	2	6	0	1	6	0	0	0	0	
300	941	512	456	614	300	1072	1188	1160	931	468	2058	658	646	1540	230	486	994	882	746	862	782	478	343	481	
1	3	2	3	6	1	6	0	5	0	0	0	2	2	0	0	3	5	0	2	4	0	0	1	3	
0	0	0	0	4	1	3	0	0	0	0	0	3	0	0	0	2	2	0	0	4	0	0	1	0	
0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	
0	2	0	0	1	0	3	0	2	0	0	2	0	1	0	0	0	1	0	0	4	1	0	0	0	
