"УИК №286"	"УИК №287"	"УИК №288"	"УИК №289"	"УИК №290"	"УИК №291"	"УИК №292"	"УИК №293"	"УИК №294"	"УИК №295"	"УИК №296"	"УИК №297"	"УИК №298"	"УИК №299"	"УИК №300"	"УИК №301"	"УИК №302"	"УИК №303"	"УИК №304"	"УИК №305"	"УИК №306"	"УИК №307"	
2233	2284	2326	657	758	281	298	480	131	177	211	479	476	700	858	250	212	1382	449	245	573	171	
2200	2200	2200	650	740	330	280	490	145	194	200	470	490	670	855	250	200	1400	450	240	550	150	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1272	1255	1391	439	452	157	124	216	93	102	88	205	230	430	478	127	106	890	262	145	340	109	
32	33	26	19	44	44	85	103	10	15	27	66	53	6	23	2	21	33	52	15	63	10	
896	912	783	192	244	129	71	171	42	77	85	199	207	234	354	121	73	477	136	80	147	31	
32	33	26	19	44	44	85	103	10	15	27	66	53	6	23	2	21	33	52	15	63	10	
1271	1255	1391	439	452	157	124	216	93	102	88	205	230	430	477	127	106	889	262	145	340	109	
17	11	12	4	5	2	3	3	2	2	0	6	2	3	2	1	1	14	2	2	1	2	
1286	1277	1405	454	491	199	206	316	101	115	115	265	281	433	498	128	126	908	312	158	402	117	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

11	11	14	3	2	0	0	2	1	2	2	5	2	7	4	0	0	4	1	0	3	0	
214	207	242	59	61	22	23	60	12	22	8	30	34	63	63	21	12	191	42	26	54	10	
96	131	112	40	45	24	20	46	14	17	12	26	22	38	36	24	19	71	28	14	50	5	
926	885	997	333	372	152	156	198	69	69	87	200	217	313	374	82	92	606	238	115	282	98	
19	18	10	7	2	0	3	2	3	1	3	3	4	6	6	0	1	14	1	1	6	1	
8	7	12	4	3	0	1	3	2	0	1	0	0	2	3	1	2	9	0	1	0	3	
6	10	10	3	1	1	2	2	0	3	1	0	1	1	9	0	0	8	1	0	3	0	
6	8	8	5	5	0	1	3	0	1	1	1	1	3	3	0	0	5	1	1	4	0	
