"УИК №3401"	"УИК №3402"	"УИК №3403"	"УИК №3404"	"УИК №3405"	"УИК №3406"	"УИК №3407"	"УИК №3408"	"УИК №3409"	"УИК №3410"	"УИК №3411"	"УИК №3412"	"УИК №3413"	"УИК №3414"	"УИК №3415"	"УИК №3416"	"УИК №3417"	"УИК №3418"	"УИК №3419"	"УИК №3420"	"УИК №3421"	"УИК №3422"	"УИК №3423"	
998	343	980	920	965	288	964	294	190	193	673	412	800	307	851	388	213	795	233	304	287	98	369	
1032	365	1001	979	1041	332	1036	325	215	226	740	434	855	339	958	462	245	917	236	391	341	108	419	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
548	158	491	540	564	162	522	165	93	85	384	177	524	239	517	185	124	446	102	224	159	66	231	
74	30	176	86	77	42	126	34	42	46	111	117	168	42	105	107	44	137	107	61	61	29	69	
410	177	334	353	400	128	388	126	80	95	245	140	163	58	336	170	77	334	27	106	121	13	119	
74	30	176	86	77	42	126	34	42	46	111	117	168	42	105	107	44	137	107	61	61	29	69	
548	158	491	540	564	162	522	165	93	85	384	177	524	239	517	185	124	446	102	224	159	66	231	
6	1	3	7	5	1	2	2	0	0	2	4	2	0	0	0	3	3	1	1	0	0	1	
616	187	664	619	636	203	646	197	135	131	493	290	690	281	622	292	165	580	208	284	220	95	299	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	0	6	3	4	4	4	0	1	0	1	3	3	1	7	1	2	5	0	4	0	0	0	
92	25	138	101	88	36	93	27	11	17	95	40	42	15	85	27	21	49	17	35	35	16	48	
35	12	63	46	53	11	54	16	11	13	31	13	42	9	38	14	10	44	18	33	15	3	24	
467	146	434	451	477	142	481	141	108	99	360	229	592	254	486	241	131	466	168	205	166	74	225	
7	3	8	5	3	2	3	5	0	0	2	4	5	0	1	4	1	2	1	1	0	1	0	
4	1	6	2	3	2	7	5	2	1	3	1	2	0	1	2	0	10	0	1	1	0	2	
1	0	6	7	5	2	3	1	1	1	0	0	3	2	2	1	0	2	2	2	1	0	0	
1	0	3	4	3	4	1	2	1	0	1	0	1	0	2	2	0	2	2	3	2	1	0	
