"УИК №1001"	"УИК №1002"	"УИК №1003"	"УИК №1004"	"УИК №1005"	"УИК №1006"	"УИК №1007"	"УИК №1008"	"УИК №1009"	"УИК №1010"	"УИК №1011"	"УИК №1012"	"УИК №1013"	"УИК №1014"	"УИК №1015"	"УИК №1016"	"УИК №1017"	"УИК №1018"	"УИК №1019"	"УИК №1020"	"УИК №1021"	"УИК №1022"	"УИК №1023"	"УИК №1024"	"УИК №1025"	"УИК №1026"	"УИК №1027"	"УИК №1028"	"УИК №1029"	"УИК №1030"	"УИК №1031"	"УИК №1032"	"УИК №1033"	"УИК №1034"	"УИК №1035"	"УИК №1036"	"УИК №1037"	"УИК №1038"	"УИК №1039"	"УИК №1040"	
2811	2652	2612	2542	2695	2824	2504	1419	1385	1285	2094	685	2072	2293	2657	1446	1379	1065	124	332	535	426	641	804	89	149	413	183	71	161	117	390	141	204	182	291	270	434	1523	213	
2300	2200	2200	2200	2200	2300	2100	1200	1200	1100	1900	600	1800	1900	2200	1200	1050	850	150	350	450	410	500	700	80	140	320	150	80	150	110	300	120	150	200	250	240	350	1200	200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	
1630	1655	1735	1651	1704	1788	1588	845	772	691	1232	327	1210	1441	1693	837	847	595	66	156	283	290	369	458	53	98	264	120	40	87	71	225	99	106	122	139	185	276	884	129	
156	92	67	53	120	60	59	74	69	73	90	65	84	47	41	60	73	51	34	60	113	10	36	85	5	12	27	26	19	14	11	20	1	26	6	67	17	32	79	9	
514	453	398	496	376	452	453	281	359	336	578	208	506	412	466	303	130	204	50	134	54	110	95	157	22	30	9	4	21	49	28	55	20	18	72	44	38	42	237	62	
156	92	67	53	120	60	59	74	69	73	90	65	84	47	41	60	73	51	34	60	113	10	36	85	5	12	47	26	19	14	11	20	1	26	6	67	17	32	79	9	
1630	1655	1735	1651	1702	1788	1588	845	772	691	1232	327	1209	1441	1693	836	847	595	66	156	283	290	369	458	53	98	264	120	40	87	71	225	99	106	122	139	185	276	884	129	
41	28	26	16	26	43	26	23	20	9	20	4	17	12	16	18	13	15	1	4	3	7	6	6	0	0	3	1	0	0	2	1	1	1	3	1	1	4	14	0	
1745	1719	1776	1688	1796	1805	1621	896	821	755	1302	388	1276	1476	1718	878	907	631	99	212	393	293	399	537	58	110	308	145	59	101	80	244	99	131	125	205	201	304	949	138	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

12	8	14	22	16	12	18	7	2	1	10	4	14	14	16	8	11	3	0	1	0	1	3	4	0	1	0	1	0	0	0	4	1	1	2	3	0	0	9	3	
174	197	190	204	200	219	168	119	79	57	139	39	131	144	219	118	113	59	4	7	16	21	35	36	3	5	13	6	6	7	4	16	10	5	8	17	21	10	94	10	
112	110	119	93	107	137	104	60	67	63	102	36	66	97	90	57	42	60	11	12	21	20	40	49	7	6	13	9	11	13	10	19	8	17	8	19	10	16	67	19	
1364	1310	1386	1289	1395	1341	1261	674	639	609	1011	294	1007	1170	1316	657	695	489	78	187	340	242	311	437	46	94	276	126	41	78	65	199	79	107	103	162	165	264	741	104	
27	39	36	32	32	33	35	14	16	11	17	6	24	26	31	15	22	9	3	1	8	6	6	4	1	2	2	2	0	2	1	2	1	0	3	2	1	8	24	0	
17	17	5	15	13	18	14	3	8	7	7	1	10	7	12	9	6	4	0	0	2	1	2	2	0	0	2	0	0	0	0	3	0	0	1	2	3	2	5	1	
13	11	10	14	15	22	4	10	3	3	8	3	13	7	15	6	12	4	0	1	1	1	1	3	1	0	0	1	0	1	0	1	0	0	0	0	1	1	4	0	
26	27	16	19	18	23	17	9	7	4	8	5	11	11	19	8	6	3	3	3	5	1	1	2	0	2	2	0	1	0	0	0	0	1	0	0	0	3	5	1	
