"УИК №1425"	"УИК №1426"	"УИК №1427"	"УИК №1428"	"УИК №1429"	"УИК №1430"	"УИК №1431"	"УИК №1432"	"УИК №1433"	"УИК №1434"	"УИК №1435"	"УИК №1436"	"УИК №1437"	"УИК №1438"	"УИК №1439"	"УИК №1440"	"УИК №1441"	"УИК №1442"	"УИК №1443"	"УИК №1444"	"УИК №3822"	"УИК №3823"	"УИК №3824"	
1456	2245	2060	2098	1957	1892	1356	1888	2157	2188	2319	1330	1938	1590	1380	1596	1932	1932	2115	1701	1632	1299	1411	
1500	2250	2100	2050	1900	1850	1350	1950	2100	2150	2300	1250	1950	1550	1400	1600	2000	2000	2000	1700	1550	1250	1350	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1027	1402	1210	1497	1260	1180	958	1082	1468	1560	1538	810	1592	1063	1084	943	1475	1131	1231	968	1199	796	932	
31	25	38	13	17	26	15	15	20	22	18	21	43	21	16	26	27	38	62	96	7	13	9	
442	823	852	540	623	644	377	853	612	568	744	419	315	466	300	631	498	831	707	636	344	441	409	
31	25	38	13	17	26	15	15	20	22	18	21	43	21	16	26	27	38	62	96	7	13	9	
1027	1402	1210	1497	1260	1179	958	1082	1468	1559	1538	810	1592	1063	1084	943	1475	1131	1231	965	1199	795	932	
0	25	19	27	11	5	13	14	20	9	20	14	9	1	7	13	0	11	9	11	14	11	10	
1058	1402	1229	1483	1266	1200	960	1083	1468	1572	1536	817	1626	1083	1093	956	1502	1158	1284	1050	1192	797	931	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	8	11	4	7	5	4	9	15	5	6	5	6	8	6	8	5	12	6	16	6	7	5	
102	133	141	127	52	175	87	71	181	218	175	108	77	19	72	22	107	155	126	89	137	105	107	
43	60	78	153	125	45	74	56	73	76	62	37	125	63	89	51	41	62	72	109	51	41	43	
875	1119	925	1119	1012	918	754	896	1123	1180	1205	633	1335	959	869	845	1301	872	1008	782	941	600	720	
16	27	32	34	29	20	17	18	24	33	35	13	20	11	20	11	14	25	33	24	23	15	26	
6	6	8	6	4	8	3	4	13	10	13	0	13	2	5	4	7	6	10	8	13	4	11	
11	17	13	19	10	12	9	9	19	26	15	13	22	8	13	6	9	11	9	4	9	6	5	
2	32	21	21	27	17	12	20	20	24	25	8	28	13	19	9	18	15	20	18	12	19	14	
