"УИК №997"	"УИК №998"	"УИК №999"	"УИК №1000"	"УИК №1001"	"УИК №1002"	"УИК №1003"	"УИК №1004"	"УИК №1005"	"УИК №1006"	"УИК №1007"	"УИК №1008"	"УИК №1009"	"УИК №1010"	"УИК №1011"	"УИК №1012"	"УИК №1013"	"УИК №1014"	"УИК №1015"	"УИК №1016"	"УИК №1017"	"УИК №1018"	"УИК №1019"	"УИК №1020"	"УИК №1021"	
1363	1311	349	660	467	169	303	559	133	378	628	504	304	239	324	135	262	99	307	182	712	164	175	208	232	
2724	1334	353	679	470	171	306	580	139	393	640	509	311	241	326	138	263	108	312	184	716	164	180	216	232	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1246	1180	309	617	443	150	273	479	127	342	608	456	264	208	318	131	242	90	264	170	667	156	158	192	211	
94	83	32	40	21	16	27	70	6	29	14	38	23	29	0	0	15	7	38	12	36	6	16	15	19	
1384	71	12	22	6	5	6	31	6	22	18	15	24	4	8	7	6	11	10	2	13	2	6	9	2	
94	83	32	40	21	16	27	70	6	29	14	38	23	29	0	0	15	7	38	12	36	6	16	15	19	
1245	1180	309	617	443	150	273	479	127	342	608	456	264	208	318	131	242	90	264	170	667	156	158	192	211	
137	1	5	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	6	0	0	7	0	0	2	
1202	1262	336	657	464	166	300	549	133	371	621	494	286	237	318	131	257	97	296	182	703	155	174	207	228	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
241	218	33	9	6	8	7	40	2	25	21	28	13	3	23	15	18	2	11	10	46	7	4	0	9	
35	15	3	0	1	0	0	3	0	1	3	1	1	0	0	0	0	0	0	0	9	0	0	0	0	
882	1004	298	647	455	157	292	501	131	345	577	457	270	234	290	113	237	93	278	170	633	148	168	207	217	
12	8	2	0	2	0	0	3	0	0	7	3	1	0	0	1	2	1	3	2	6	0	2	0	1	
10	5	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	2	0	2	0	0	0	1	
3	5	0	1	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	3	0	0	0	0	
10	4	0	0	0	1	1	2	0	0	9	5	0	0	1	0	0	1	2	0	4	0	0	0	0	
