"УИК №72"	"УИК №73"	"УИК №74"	"УИК №75"	"УИК №76"	"УИК №77"	"УИК №78"	"УИК №79"	"УИК №80"	"УИК №81"	"УИК №82"	"УИК №83"	"УИК №84"	"УИК №85"	"УИК №86"	"УИК №87"	"УИК №88"	"УИК №89"	"УИК №90"	"УИК №91"	"УИК №92"	"УИК №93"	"УИК №94"	"УИК №95"	"УИК №96"	"УИК №97"	"УИК №98"	"УИК №99"	"УИК №100"	"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	
1940	625	183	93	456	33	136	222	81	301	688	435	396	449	950	767	329	467	414	99	204	324	650	435	432	455	361	117	189	63	336	694	682	473	
1850	592	188	93	444	31	128	221	79	295	653	443	427	440	967	769	324	486	404	84	192	308	632	427	403	401	302	109	182	62	336	691	681	430	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1660	409	117	93	401	29	94	122	51	257	475	276	288	368	497	647	324	416	390	79	163	305	479	398	371	374	282	102	172	58	247	621	611	421	
0	3	0	0	5	0	4	10	6	16	68	9	0	19	0	10	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
185	180	71	0	38	2	30	89	22	22	110	158	139	53	470	112	0	65	14	5	29	3	149	29	32	27	20	7	10	4	89	70	66	9	
0	3	0	0	5	0	4	10	6	16	68	9	0	19	0	10	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
1660	409	117	93	401	29	94	122	51	257	475	276	288	368	497	647	324	416	390	79	163	305	479	398	371	374	282	102	172	58	247	621	611	421	
2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	4	0	0	0	0	1	0	0	0	0	1	4	
1658	410	114	93	406	29	98	132	57	273	543	285	288	387	497	657	324	421	389	79	163	299	479	398	371	374	282	101	172	58	247	621	610	417	
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
41	40	5	2	33	1	3	2	3	1	6	11	17	6	17	68	40	40	5	3	1	46	56	7	14	27	18	8	5	2	16	16	54	16	
4	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	6	0	
1605	364	109	91	373	28	95	129	54	271	533	273	270	381	477	586	284	379	383	76	162	253	423	391	345	347	264	93	167	55	229	605	527	398	
5	2	0	0	0	0	0	1	0	1	2	0	0	0	2	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0	2	2	
1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	
1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
