"УИК №243"	"УИК №244"	"УИК №245"	"УИК №246"	"УИК №247"	"УИК №248"	"УИК №249"	"УИК №250"	"УИК №251"	"УИК №252"	"УИК №253"	"УИК №254"	"УИК №255"	"УИК №256"	"УИК №257"	"УИК №258"	"УИК №259"	"УИК №260"	"УИК №261"	"УИК №262"	"УИК №263"	"УИК №264"	"УИК №265"	"УИК №266"	"УИК №267"	"УИК №268"	"УИК №269"	"УИК №270"	"УИК №271"	"УИК №272"	"УИК №273"	"УИК №274"	"УИК №275"	"УИК №276"	"УИК №277"	"УИК №278"	"УИК №279"	"УИК №280"	
1528	1569	522	199	120	1448	1753	1561	2029	1608	1375	285	1017	184	1559	2214	398	229	213	203	304	177	206	460	75	89	407	166	174	149	175	455	246	387	103	246	169	188	
1800	1500	520	200	100	1500	1700	1500	1900	1600	1450	300	1000	150	1700	2500	400	230	230	200	280	170	220	480	90	100	430	220	160	170	170	460	240	400	90	240	170	170	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1131	1387	241	73	63	630	1070	831	1087	756	690	90	561	64	877	1423	132	64	75	89	108	73	113	235	39	37	223	100	67	93	81	215	111	196	26	93	91	106	
28	77	38	36	32	62	54	61	191	70	53	92	49	30	35	38	108	87	78	44	109	51	26	42	28	17	35	46	86	24	34	67	31	77	59	85	36	45	
641	36	241	91	5	808	576	608	622	774	707	118	390	56	788	1039	160	79	77	67	63	46	81	203	23	46	172	74	7	53	55	178	98	127	5	62	43	19	
28	77	38	36	32	62	54	61	191	70	53	92	49	30	35	38	108	87	78	44	109	51	26	42	28	17	35	46	86	24	34	67	31	77	59	85	36	45	
1131	1387	241	73	63	630	1067	831	1087	756	690	90	561	64	877	1423	132	64	75	89	108	73	113	235	39	37	223	100	67	93	81	215	111	196	26	93	91	106	
22	11	4	0	0	8	9	10	12	10	8	1	6	0	13	28	6	0	0	0	1	0	2	7	0	0	4	2	0	0	1	3	1	3	0	0	1	0	
1137	1453	275	109	95	684	1112	882	1266	816	735	181	604	94	899	1433	234	151	153	133	216	124	137	270	67	54	254	144	153	117	114	279	141	270	85	178	126	151	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	5	5	2	0	11	12	3	17	5	4	1	7	0	11	12	1	0	3	1	2	0	1	5	0	1	4	0	1	3	1	2	1	1	1	1	0	0	
81	76	34	3	11	81	146	95	147	70	80	14	87	9	85	159	39	17	23	12	16	3	11	24	6	4	12	16	8	11	9	31	24	14	8	25	5	12	
111	80	37	11	12	65	77	68	87	58	56	20	36	14	90	156	23	18	16	15	19	7	8	31	5	4	18	11	6	10	10	27	21	27	7	15	18	13	
875	1233	185	91	70	505	820	672	958	648	575	139	453	70	678	1021	165	113	108	99	176	112	110	202	56	44	205	106	136	88	94	206	93	221	68	134	99	123	
35	40	6	0	2	5	15	14	25	12	6	5	5	0	8	33	3	1	2	0	0	1	2	1	0	0	5	4	0	0	0	4	2	2	0	1	2	1	
6	6	1	0	0	7	18	13	8	9	2	1	5	0	12	15	3	1	0	1	1	0	2	0	0	1	4	1	2	0	0	3	0	2	1	1	2	1	
8	1	4	1	0	5	7	5	12	5	5	0	2	0	7	16	0	0	0	0	1	1	1	2	0	0	2	2	0	0	0	1	0	1	0	0	0	0	
16	12	3	1	0	5	17	12	12	9	7	1	9	1	8	21	0	1	1	5	1	0	2	5	0	0	4	4	0	5	0	5	0	2	0	1	0	1	
