"УИК №1523"	"УИК №1524"	"УИК №1525"	"УИК №1526"	"УИК №1527"	"УИК №1528"	"УИК №1529"	"УИК №1530"	"УИК №1531"	"УИК №1532"	"УИК №1533"	"УИК №1534"	"УИК №1535"	"УИК №1536"	"УИК №1537"	"УИК №1538"	"УИК №1539"	"УИК №1540"	"УИК №1541"	"УИК №1542"	"УИК №1543"	"УИК №1544"	"УИК №1545"	"УИК №1546"	"УИК №1547"	"УИК №1548"	"УИК №1549"	"УИК №1550"	"УИК №1551"	"УИК №1552"	"УИК №1553"	"УИК №1554"	"УИК №1555"	"УИК №1556"	"УИК №1557"	"УИК №1558"	"УИК №1559"	"УИК №1560"	"УИК №1561"	"УИК №1562"	"УИК №1563"	"УИК №1564"	"УИК №1565"	"УИК №1566"	"УИК №1567"	"УИК №1568"	"УИК №1569"	"УИК №1570"	"УИК №1571"	"УИК №1572"	"УИК №1573"	"УИК №1574"	
334	353	181	105	583	475	296	2572	2607	2510	269	60	445	270	204	280	187	383	590	221	169	227	690	243	103	144	207	489	171	359	565	296	95	319	337	158	493	185	106	86	792	308	224	542	131	80	433	23	340	422	311	148	
337	370	180	105	609	484	292	2681	2642	2593	265	60	460	274	208	284	199	390	622	230	168	232	719	240	100	143	206	512	172	380	585	302	97	336	341	168	535	196	113	102	830	321	227	564	136	80	447	23	369	444	320	157	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258	290	166	81	466	430	267	1535	1478	1475	164	57	392	233	179	247	137	297	522	187	129	176	517	191	91	117	162	419	137	303	489	241	86	217	244	133	437	149	86	67	657	255	184	475	125	79	400	20	270	402	282	124	
32	30	11	14	61	15	9	102	86	58	7	0	29	10	11	16	15	18	51	18	10	22	41	14	8	16	26	32	18	24	54	32	6	26	54	18	42	14	10	10	55	23	15	40	0	0	21	0	36	13	21	10	
47	50	3	10	82	39	16	1044	1078	1060	94	3	39	31	18	21	47	75	49	25	29	34	161	35	1	10	18	61	17	53	42	29	5	93	43	17	56	33	17	25	118	43	28	49	11	1	26	3	63	29	17	23	
32	30	11	14	61	15	9	102	86	58	7	0	29	10	11	16	15	18	51	18	10	22	41	14	8	16	26	32	18	24	54	32	6	26	54	18	42	14	10	10	55	23	15	40	0	0	21	0	36	13	21	10	
258	290	166	81	466	430	267	1535	1478	1475	164	57	392	233	179	247	137	297	522	187	129	176	517	191	91	117	162	419	137	303	489	241	86	216	244	133	437	149	86	67	657	255	184	475	125	79	400	20	270	402	282	124	
3	5	0	3	8	0	3	14	26	20	7	0	5	7	0	2	2	2	0	0	0	0	6	0	0	0	2	0	1	4	6	0	1	3	4	0	13	1	0	0	0	0	1	0	0	0	0	0	2	5	0	0	
287	315	177	92	519	445	273	1623	1538	1513	164	57	416	236	190	261	150	313	573	205	139	198	552	205	99	133	186	451	154	323	537	273	91	239	294	151	466	162	96	77	712	278	198	515	125	79	421	20	304	410	303	134	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	4	4	4	6	0	11	8	9	0	0	2	0	1	1	0	3	4	0	2	0	4	0	0	0	0	3	0	0	0	0	0	6	2	1	1	4	0	0	5	0	2	1	0	0	0	0	3	0	3	0	
35	44	35	9	61	85	21	282	258	259	32	1	24	7	6	23	8	29	85	24	7	35	125	27	7	11	16	52	21	48	75	27	2	80	57	18	130	19	13	19	92	49	21	57	6	2	38	2	55	43	21	15	
10	13	8	5	12	21	15	108	74	69	8	2	25	17	9	15	12	12	19	4	10	7	33	17	5	8	6	20	4	20	17	25	0	5	8	1	11	6	3	2	17	19	11	11	2	0	16	0	17	10	14	12	
238	248	130	72	418	316	233	1163	1140	1144	120	54	352	211	170	218	125	260	450	176	118	148	372	154	86	108	160	368	123	244	439	214	87	139	219	127	319	129	78	54	560	194	154	442	113	77	359	18	218	347	251	101	
3	3	0	1	10	10	1	14	17	6	1	0	6	0	0	1	1	3	0	1	1	2	6	1	1	1	2	6	2	5	6	0	1	4	3	1	1	2	2	0	18	11	6	4	2	0	8	0	2	0	5	4	
0	2	0	1	7	2	2	24	16	17	3	0	2	1	3	3	2	5	8	0	0	1	11	6	0	4	1	0	1	5	0	5	1	2	5	1	2	1	0	0	7	5	2	0	0	0	0	0	5	10	5	0	
0	3	0	0	5	4	1	13	13	6	0	0	4	0	0	0	1	1	5	0	1	2	1	0	0	0	1	2	1	1	0	0	0	2	0	0	1	0	0	2	6	0	2	0	0	0	0	0	0	0	1	2	
1	2	0	0	2	1	0	8	12	3	0	0	1	0	1	0	1	0	2	0	0	3	0	0	0	1	0	0	2	0	0	2	0	1	0	2	1	1	0	0	7	0	0	0	2	0	0	0	4	0	3	0	
