"УИК №2901"	"УИК №2902"	"УИК №2903"	"УИК №2904"	"УИК №2905"	"УИК №2906"	"УИК №2907"	"УИК №2908"	"УИК №2909"	"УИК №2910"	"УИК №2911"	"УИК №2912"	"УИК №2913"	"УИК №2914"	"УИК №2915"	"УИК №2916"	"УИК №2917"	"УИК №2918"	"УИК №2919"	"УИК №2920"	"УИК №2921"	"УИК №2922"	"УИК №2923"	"УИК №2924"	"УИК №2925"	"УИК №2926"	"УИК №2927"	"УИК №2928"	
283	393	537	184	343	201	772	624	465	509	373	60	347	37	157	897	60	1081	258	271	190	444	1396	1683	1801	797	739	477	
330	450	586	217	365	215	845	665	565	530	420	66	385	42	158	1040	70	1190	275	305	200	480	1425	1630	1900	735	807	604	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
111	171	277	96	205	113	341	339	291	264	197	27	245	18	90	420	40	556	130	143	132	226	766	987	1023	455	307	260	
54	34	40	20	17	13	40	37	60	13	68	5	19	0	11	77	0	137	18	6	8	23	93	59	27	27	48	33	
165	245	269	101	143	89	464	289	214	253	155	34	121	24	57	543	30	497	127	156	60	231	566	584	850	253	452	311	
54	34	40	20	17	13	40	37	60	13	68	5	19	0	11	77	0	137	18	6	8	23	93	59	27	27	48	33	
111	171	277	96	205	113	341	339	291	264	197	27	245	18	90	420	40	556	130	143	132	226	766	987	1023	455	307	260	
3	6	3	0	5	1	4	2	2	1	2	0	1	0	1	9	0	16	1	2	0	6	17	8	13	4	10	6	
162	199	314	116	217	125	377	374	349	276	263	32	263	18	100	488	40	677	147	147	140	243	842	1038	1037	478	345	287	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	1	5	0	0	0	5	3	3	0	2	0	1	0	1	4	0	2	1	2	2	1	8	3	7	3	1	0	
24	25	10	5	10	1	40	30	44	13	18	0	34	1	8	88	4	65	26	22	5	32	119	149	145	92	44	38	
11	26	30	21	15	16	55	55	37	24	18	0	23	1	11	44	4	118	23	13	18	48	77	78	98	34	45	48	
122	145	267	90	191	108	273	282	256	236	222	32	194	16	77	341	32	479	95	109	115	159	623	784	765	338	247	199	
1	1	1	0	0	0	2	0	3	2	2	0	6	0	0	5	0	4	1	1	0	0	9	4	8	7	2	2	
2	0	1	0	0	0	2	2	4	1	1	0	3	0	3	2	0	5	1	0	0	3	3	6	6	2	3	0	
0	1	0	0	0	0	0	2	2	0	0	0	2	0	0	2	0	4	0	0	0	0	2	8	4	2	2	0	
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	6	4	0	1	0	
