"УИК №1400"	"УИК №1401"	"УИК №1402"	"УИК №1403"	"УИК №1404"	"УИК №1405"	"УИК №1406"	"УИК №1407"	"УИК №1408"	"УИК №1409"	"УИК №1410"	"УИК №1411"	"УИК №1412"	"УИК №1413"	"УИК №1414"	"УИК №1415"	"УИК №1416"	"УИК №1417"	"УИК №1418"	"УИК №1419"	"УИК №1420"	"УИК №1421"	"УИК №1422"	"УИК №1423"	"УИК №1424"	"УИК №1425"	"УИК №1426"	"УИК №1427"	"УИК №1428"	"УИК №1429"	"УИК №1430"	"УИК №1431"	"УИК №1432"	"УИК №1433"	
969	890	968	959	888	1002	298	131	82	238	680	768	83	211	823	269	179	78	563	243	71	218	111	490	118	810	268	164	660	116	108	103	690	266	
900	900	900	900	900	900	300	130	85	240	690	750	74	210	830	270	170	80	580	245	75	200	110	490	120	840	270	160	650	110	110	104	700	270	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
656	573	591	593	529	639	208	95	60	167	497	463	53	125	531	174	122	50	377	157	31	150	78	328	80	413	162	59	370	53	50	41	396	183	
31	54	39	86	26	38	16	9	3	5	39	77	5	9	49	17	9	0	21	20	4	9	0	18	0	59	8	6	22	7	4	7	34	18	
213	273	270	221	345	223	76	26	22	68	154	210	16	76	250	79	39	30	182	68	40	41	32	144	40	368	100	95	258	50	56	56	270	69	
31	54	39	86	26	38	16	9	3	5	39	77	5	9	49	17	9	0	21	20	4	9	0	18	0	59	8	6	22	7	4	7	34	18	
656	573	591	593	529	639	208	95	60	167	497	463	53	125	531	174	122	50	377	157	31	150	78	328	80	413	162	59	370	53	50	41	396	183	
9	12	9	9	8	7	4	1	0	1	9	9	0	0	12	0	1	1	2	0	0	2	1	2	1	15	1	1	4	0	0	0	9	2	
678	615	621	670	547	670	220	103	63	171	527	531	58	134	568	191	130	49	396	177	35	157	77	344	79	457	169	64	388	60	54	48	421	199	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	7	8	5	4	4	1	1	0	1	4	5	0	0	4	1	0	1	3	3	0	0	0	7	1	9	2	0	4	4	0	0	1	4	
152	170	149	134	164	154	30	6	5	13	53	49	3	10	85	19	13	3	100	23	7	14	2	41	8	65	26	6	95	6	11	5	79	17	
47	38	54	46	42	49	19	7	12	10	65	43	3	10	44	15	24	4	25	16	4	11	5	26	0	26	11	10	19	2	1	3	48	13	
461	390	398	466	323	448	168	86	44	146	394	425	52	112	418	155	91	40	263	130	24	132	69	269	69	341	128	46	260	48	40	39	284	163	
3	6	5	6	7	6	0	3	2	0	5	3	0	1	6	0	2	0	1	2	0	0	1	0	1	5	2	0	2	0	0	0	5	0	
4	2	2	5	3	3	1	0	0	1	4	4	0	1	7	1	0	1	0	0	0	0	0	0	0	2	0	2	3	0	2	1	2	2	
2	1	2	6	2	4	1	0	0	0	2	0	0	0	2	0	0	0	4	1	0	0	0	1	0	6	0	0	1	0	0	0	2	0	
3	1	3	2	2	2	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	3	0	0	4	0	0	0	0	0	
