"УИК №1348"	"УИК №1349"	"УИК №1350"	"УИК №1351"	"УИК №1352"	"УИК №1353"	"УИК №1354"	"УИК №1355"	"УИК №1356"	"УИК №1357"	"УИК №1358"	"УИК №1359"	"УИК №1360"	"УИК №1361"	"УИК №1362"	"УИК №1363"	"УИК №1364"	"УИК №1365"	"УИК №1366"	"УИК №1367"	"УИК №1368"	"УИК №1369"	"УИК №1370"	"УИК №1371"	"УИК №1372"	
1491	2402	1694	574	603	1100	529	703	416	378	86	168	646	894	252	645	271	279	701	641	72	1780	924	481	428	
1250	2000	1450	450	550	950	500	650	400	400	86	164	550	750	250	600	250	250	600	600	74	1576	800	450	400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
844	1462	935	273	326	609	325	399	221	263	68	108	343	550	135	388	169	193	329	393	65	995	544	334	268	
59	109	59	85	31	110	60	58	54	44	13	12	117	90	30	31	23	11	115	71	7	127	99	28	41	
347	429	456	92	193	231	115	193	125	93	5	44	90	110	85	181	58	46	156	136	2	454	157	88	91	
59	109	59	85	31	110	60	58	54	44	13	12	117	90	30	31	23	11	115	71	7	127	99	28	41	
844	1462	935	273	326	609	325	399	221	263	68	108	343	550	135	388	169	193	329	393	65	995	544	334	268	
9	18	8	0	7	1	3	6	1	3	0	0	7	5	2	4	1	1	8	2	0	10	4	2	3	
894	1553	986	358	350	718	382	451	274	304	81	120	453	635	163	415	191	203	436	462	72	1112	639	360	306	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	9	8	2	2	4	3	1	1	2	1	0	2	4	1	2	1	0	6	3	1	5	7	1	2	
297	436	251	109	98	152	89	101	51	63	10	26	82	210	25	79	39	65	123	100	9	287	155	77	48	
64	98	82	26	42	57	49	29	13	20	11	7	25	35	7	40	20	22	15	32	5	106	64	40	30	
513	972	625	218	201	489	231	308	205	213	55	86	337	379	129	282	130	116	285	319	57	698	395	237	223	
2	12	3	0	0	3	4	4	2	3	1	1	1	2	1	3	0	0	1	2	0	6	6	1	2	
4	12	9	2	3	9	3	5	1	2	0	0	3	1	0	5	0	0	2	3	0	5	6	2	0	
2	4	4	0	2	2	1	2	1	1	1	0	1	1	0	1	1	0	0	2	0	3	1	1	0	
7	10	4	1	2	2	2	1	0	0	2	0	2	3	0	3	0	0	4	1	0	2	5	1	1	
