"УИК №882"	"УИК №883"	"УИК №884"	"УИК №885"	"УИК №886"	"УИК №887"	"УИК №888"	"УИК №889"	"УИК №890"	"УИК №891"	"УИК №892"	"УИК №893"	"УИК №894"	"УИК №895"	"УИК №896"	"УИК №897"	"УИК №898"	"УИК №899"	"УИК №900"	"УИК №901"	"УИК №902"	"УИК №903"	"УИК №904"	"УИК №905"	"УИК №906"	"УИК №907"	"УИК №908"	"УИК №909"	"УИК №910"	"УИК №911"	"УИК №912"	"УИК №913"	"УИК №914"	"УИК №915"	"УИК №916"	"УИК №917"	"УИК №3667"	"УИК №3668"	
2132	2075	2038	2170	1963	1098	2258	2349	2342	2346	2074	1403	2602	2369	2201	2029	2336	2168	1968	296	1643	1960	2086	2462	1800	1920	1405	1958	2405	2281	2100	2295	2629	1491	1949	1990	1716	132	
1600	1600	1600	1800	1600	900	1800	1900	1800	1800	1600	1200	2100	2000	1800	1600	1700	1700	1600	300	1400	1600	1700	1900	1500	1600	1000	1700	2000	1900	1700	1900	1900	1300	1600	1600	2000	150	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1080	1164	1182	1228	1082	570	1344	1335	1436	1453	1260	809	1471	1284	1350	1121	1260	1155	1181	282	969	1052	1197	1382	1063	1094	951	1109	1421	1372	1487	1316	1473	858	1214	1114	1708	131	
65	69	63	63	74	39	66	51	78	49	68	41	87	70	51	58	76	207	58	1	35	65	64	63	28	53	18	91	54	103	38	55	91	98	91	39	0	0	
455	367	355	509	444	291	390	514	286	298	272	350	542	646	399	421	364	338	361	17	396	483	439	455	409	453	31	500	525	425	175	529	336	344	295	447	292	19	
65	69	63	63	74	39	66	51	78	49	68	41	87	70	51	58	76	207	58	1	35	65	64	63	28	53	18	90	54	103	38	55	91	98	91	39	0	0	
1080	1161	1182	1222	1081	570	1342	1335	1429	1451	1257	808	1465	1276	1343	1120	1259	1155	1181	282	969	1050	1197	1381	1063	1093	951	1104	1418	1371	1487	1308	1372	856	1214	1114	1707	131	
21	12	14	16	13	6	19	15	28	20	18	20	20	12	5	15	14	18	22	2	18	17	15	21	23	11	27	20	22	21	13	32	33	13	13	10	32	1	
1124	1218	1231	1269	1142	603	1389	1371	1479	1480	1307	829	1532	1334	1389	1163	1321	1344	1217	281	986	1098	1246	1423	1068	1135	942	1174	1450	1453	1512	1331	1430	941	1292	1143	1675	130	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

11	6	14	20	9	9	19	22	14	15	13	12	20	12	10	11	18	10	17	1	12	12	30	22	9	9	17	12	25	21	4	19	3	17	14	7	4	0	
127	148	142	128	117	88	159	172	208	205	145	86	198	146	198	39	69	195	60	10	117	140	173	172	129	129	154	146	180	187	2	117	35	121	169	93	43	2	
48	70	73	67	65	26	64	85	70	54	63	42	82	59	37	59	53	52	71	5	51	64	47	74	55	57	36	61	79	56	3	62	20	37	68	45	30	1	
840	880	904	960	847	430	1001	949	1052	1054	986	633	1125	998	1112	951	1071	1012	983	261	711	798	850	1036	779	822	607	852	1040	1010	1451	1002	1328	681	934	938	1572	127	
45	48	39	42	46	19	49	49	57	66	48	18	35	52	10	46	49	24	29	2	41	33	60	47	37	44	62	37	56	76	26	50	5	29	48	21	11	0	
13	12	10	11	9	7	11	14	11	8	9	3	13	16	5	6	13	6	14	0	7	9	9	14	6	11	7	13	13	11	2	12	9	2	6	7	5	0	
9	22	19	17	18	6	24	19	19	15	10	10	20	15	9	17	11	22	11	1	14	11	20	19	16	24	21	18	16	24	3	20	17	13	18	9	4	0	
31	32	30	24	31	18	62	61	48	63	33	25	39	36	8	34	37	23	32	1	33	31	57	39	37	39	38	35	41	68	21	49	13	41	35	23	6	0	
