"УИК №1"	"УИК №2"	"УИК №3"	"УИК №4"	"УИК №5"	"УИК №6"	"УИК №7"	"УИК №8"	"УИК №9"	"УИК №10"	"УИК №11"	"УИК №12"	"УИК №13"	"УИК №14"	"УИК №15"	"УИК №16"	"УИК №17"	"УИК №18"	"УИК №19"	"УИК №522"	
1320	1073	265	918	1369	1060	1130	693	812	978	843	209	911	338	1130	796	766	861	611	633	
1400	1100	265	930	1370	1100	1200	750	800	970	870	220	900	340	1150	800	855	970	630	650	
0	11	34	0	0	0	0	0	33	0	0	0	0	29	0	0	19	57	164	82	
891	709	173	677	982	731	818	485	470	624	489	170	822	249	960	721	560	579	378	380	
72	21	4	64	10	57	23	14	11	17	8	23	11	29	37	6	30	33	20	11	
437	359	54	189	378	312	359	251	286	329	373	27	67	33	153	73	246	301	68	177	
72	32	38	64	10	57	23	14	44	17	8	23	11	58	37	6	49	90	184	93	
891	709	173	677	982	731	818	485	470	624	489	170	822	249	960	721	560	579	378	380	
6	12	2	16	15	9	11	4	1	19	8	2	10	7	11	16	4	10	3	6	
957	729	209	725	977	779	830	495	513	622	489	191	823	300	986	711	605	659	559	467	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	9	1	5	2	10	6	3	3	4	10	0	4	2	3	7	4	2	2	3	
129	67	3	79	135	104	92	64	70	51	46	10	99	11	124	80	26	44	12	52	
93	76	24	69	113	74	86	53	75	69	53	16	82	22	77	72	61	51	68	49	
698	557	179	550	688	573	614	355	351	466	364	164	616	259	749	526	502	550	469	353	
10	6	0	8	18	8	12	4	4	16	6	1	8	2	16	13	4	5	3	6	
9	4	1	8	4	3	8	6	6	7	3	0	3	1	7	5	3	6	3	1	
6	4	0	4	7	3	5	2	2	4	4	0	8	3	5	3	3	1	1	1	
7	6	1	2	10	4	7	8	2	5	3	0	3	0	5	5	2	0	1	2	
