"УИК №1"	"УИК №2"	"УИК №3"	"УИК №4"	"УИК №5"	"УИК №6"	"УИК №7"	"УИК №8"	"УИК №9"	"УИК №10"	"УИК №11"	"УИК №12"	"УИК №13"	"УИК №14"	"УИК №15"	"УИК №16"	"УИК №17"	"УИК №18"	"УИК №19"	"УИК №20"	"УИК №21"	"УИК №22"	"УИК №23"	"УИК №24"	"УИК №25"	"УИК №26"	"УИК №27"	"УИК №28"	"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №1155"	
1904	1898	1383	2463	1311	1388	2446	1062	1793	2139	2076	1976	1392	1893	1823	1806	1963	1847	2240	1895	1519	2050	2028	2207	1570	1300	598	1880	2513	97	1553	52	167	
1767	1740	1234	2263	1184	1257	2237	928	1648	1922	1857	1810	1258	1740	1673	1669	1774	1676	2045	1787	1405	1852	1906	1975	1471	1193	513	1734	2326	150	1387	150	400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1055	1041	721	1395	717	648	1428	660	1031	1172	1187	1005	800	1087	989	990	1177	1164	1133	927	781	1037	1063	1160	691	636	291	1151	1465	89	1005	0	167	
57	58	64	30	44	47	52	33	41	64	79	71	38	53	67	39	27	35	123	39	56	90	86	91	69	56	67	61	67	8	21	52	0	
655	641	449	838	423	562	757	235	576	686	591	734	420	600	617	640	570	477	789	821	568	725	757	724	711	501	155	522	794	53	361	98	233	
57	58	64	30	44	47	52	33	41	64	79	68	38	53	67	39	27	35	123	39	56	90	86	91	69	56	67	61	67	8	21	52	0	
1054	1038	721	1395	717	648	1428	660	1031	1172	1187	1005	800	1087	989	990	1177	1164	1133	927	781	1037	1063	1160	691	636	291	1151	1465	89	1004	0	167	
11	10	11	11	6	8	10	6	17	8	8	12	6	13	5	5	17	8	10	8	8	10	15	10	4	9	6	11	7	0	10	0	0	
1100	1086	774	1414	755	687	1470	687	1055	1228	1258	1061	832	1127	1051	1024	1187	1191	1246	958	829	1117	1134	1241	756	683	352	1201	1525	97	1015	52	167	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	5	7	13	10	7	9	3	5	11	4	6	6	4	7	13	15	8	11	4	3	5	12	8	3	5	6	12	14	0	7	0	0	
104	128	63	154	92	51	173	75	121	130	123	120	84	133	126	102	119	137	125	105	78	121	111	91	54	73	36	128	176	5	145	6	19	
51	62	57	83	46	40	73	40	58	82	58	62	61	66	66	48	63	62	62	55	49	81	75	80	39	46	30	77	89	2	40	0	7	
896	845	624	1115	578	570	1155	547	835	984	1038	850	658	887	820	820	953	948	1018	770	673	875	909	1016	639	545	267	942	1187	88	781	45	132	
16	22	13	19	15	9	24	14	13	11	13	6	11	13	9	20	15	10	18	10	9	9	11	17	8	6	5	21	26	1	11	0	6	
13	10	4	7	4	4	11	4	4	4	4	4	2	8	8	8	11	7	5	7	7	9	5	11	4	3	3	4	7	0	16	1	0	
9	4	1	14	6	2	14	4	11	3	4	8	4	9	7	7	3	9	4	4	6	9	6	11	3	2	5	7	16	1	7	0	1	
3	10	5	9	4	4	11	0	8	3	14	5	6	7	8	6	8	10	3	3	4	8	5	7	6	3	0	10	10	0	8	0	2	
