"УИК №409"	"УИК №410"	"УИК №411"	"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №425"	"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	"УИК №432"	"УИК №433"	"УИК №434"	"УИК №435"	"УИК №436"	"УИК №437"	"УИК №438"	"УИК №439"	"УИК №440"	"УИК №441"	
1024	179	1224	1628	1519	1336	936	332	170	341	299	133	1429	1592	323	675	388	760	1260	660	1656	1004	1022	398	202	661	904	299	667	212	239	434	563	
1049	181	1212	1620	1520	1300	901	316	163	330	296	122	1424	1567	319	670	386	766	1276	659	1650	935	1049	389	189	650	906	290	687	194	262	436	607	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
866	156	1071	1225	933	730	793	291	142	291	275	111	1182	1313	289	594	325	645	1024	489	1543	727	515	347	174	594	826	236	581	181	222	396	484	
76	16	69	159	206	210	106	25	20	37	19	11	75	89	25	57	50	72	148	40	32	41	113	42	14	50	42	28	69	13	12	29	64	
107	9	72	236	381	360	2	0	1	2	2	0	167	165	5	19	11	49	104	130	75	167	421	0	1	6	38	26	37	0	28	11	59	
76	16	69	159	206	210	106	25	20	37	19	11	75	89	25	57	50	72	148	40	32	41	113	42	14	50	42	28	69	13	12	29	64	
866	156	1071	1225	933	730	793	291	142	291	275	111	1182	1313	289	594	325	645	1024	489	1543	727	515	347	174	594	826	236	581	181	222	396	484	
2	0	17	13	2	13	0	0	0	0	0	0	3	0	0	0	0	5	8	1	22	15	7	0	2	3	3	0	0	0	0	0	3	
940	172	1123	1371	1137	927	899	316	162	328	294	122	1254	1402	314	651	375	712	1164	528	1553	753	621	389	186	641	865	264	650	194	234	425	545	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	6	1	4	4	2	1	0	1	0	14	4	1	1	0	0	2	1	6	2	0	0	0	4	0	3	0	0	0	1	0	
20	3	77	124	40	95	15	9	5	13	12	5	32	62	3	8	9	34	57	29	121	93	57	9	7	8	19	45	21	5	2	21	17	
23	4	76	70	42	31	14	5	3	2	3	7	59	66	5	9	8	12	36	13	63	29	31	4	8	17	17	17	17	6	6	3	5	
897	162	947	1158	1046	768	854	294	152	309	277	110	1129	1252	301	625	357	650	1054	479	1333	611	519	366	165	606	822	198	605	181	224	397	522	
0	1	10	6	1	10	3	3	0	0	1	0	8	5	2	3	0	4	5	3	10	5	5	3	1	3	3	1	3	2	1	1	0	
0	0	9	4	3	5	3	2	1	0	0	0	3	6	0	4	1	3	3	1	12	8	5	5	2	1	1	0	2	0	1	0	0	
0	0	2	2	1	4	6	1	0	0	0	0	4	3	1	1	0	2	4	1	4	4	3	1	0	1	0	0	1	0	0	1	0	
0	2	2	1	3	10	0	0	0	4	0	0	5	4	1	0	0	7	3	1	4	1	1	1	3	1	3	0	1	0	0	1	1	
