"УИК №1249"	"УИК №1250"	"УИК №1251"	"УИК №1252"	"УИК №1253"	"УИК №1254"	"УИК №1255"	"УИК №1256"	"УИК №1257"	"УИК №1258"	"УИК №1259"	"УИК №1260"	"УИК №1261"	"УИК №1262"	"УИК №1263"	"УИК №1264"	"УИК №1265"	"УИК №1266"	"УИК №1267"	"УИК №1268"	
2501	1406	625	73	297	180	635	310	271	241	475	210	873	423	120	139	344	102	327	253	
2350	1300	550	60	250	170	600	300	250	200	450	200	800	400	100	130	300	90	300	250	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1460	751	369	41	197	111	429	194	140	138	316	116	513	211	55	88	197	70	230	169	
139	151	33	3	22	10	85	33	50	27	50	24	49	74	18	8	47	6	47	30	
751	398	148	16	31	49	86	73	60	35	84	60	238	115	27	34	56	14	23	51	
139	151	33	3	22	10	85	33	50	27	50	24	49	74	18	8	47	6	47	30	
1460	751	369	41	197	111	429	194	140	138	316	116	513	211	55	88	197	70	230	169	
18	10	5	1	1	0	10	3	0	3	3	3	9	1	1	0	0	0	3	2	
1581	892	397	43	218	121	504	224	190	162	363	137	553	284	72	96	244	76	274	197	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

14	5	3	1	1	1	5	1	1	1	3	1	5	3	0	1	0	2	2	0	
348	205	57	2	60	23	90	17	21	46	77	29	144	57	16	35	54	3	34	58	
115	49	33	5	45	20	48	22	20	17	15	21	41	24	16	4	22	0	22	15	
1073	617	299	33	108	77	350	181	143	96	263	84	352	198	39	56	163	69	207	123	
4	2	1	0	1	0	0	0	2	0	4	0	0	0	1	0	0	2	4	0	
9	6	2	1	1	0	5	2	0	2	1	1	7	0	0	0	1	0	5	1	
10	3	0	1	2	0	3	1	1	0	0	1	2	2	0	0	1	0	0	0	
8	5	2	0	0	0	3	0	2	0	0	0	2	0	0	0	3	0	0	0	
