"УИК №1801"	"УИК №1802"	"УИК №1803"	"УИК №1804"	"УИК №1805"	"УИК №1806"	"УИК №1807"	"УИК №1808"	"УИК №1809"	"УИК №1810"	"УИК №1811"	"УИК №1812"	"УИК №1813"	"УИК №1814"	"УИК №1815"	"УИК №1816"	"УИК №1817"	"УИК №1818"	"УИК №1819"	"УИК №1820"	"УИК №1821"	"УИК №1822"	"УИК №1823"	"УИК №1824"	"УИК №1825"	"УИК №1826"	"УИК №1827"	"УИК №1828"	"УИК №1829"	"УИК №1830"	"УИК №1831"	"УИК №1832"	"УИК №1833"	"УИК №1834"	"УИК №1835"	"УИК №1836"	"УИК №1837"	"УИК №1838"	"УИК №1839"	"УИК №1840"	"УИК №1841"	"УИК №1842"	"УИК №1843"	"УИК №1844"	"УИК №1845"	"УИК №1846"	"УИК №1847"	"УИК №1848"	"УИК №1849"	"УИК №1850"	"УИК №1851"	"УИК №1852"	"УИК №1853"	"УИК №1854"	"УИК №1855"	"УИК №1856"	"УИК №1857"	
1552	1620	1301	1566	1795	1374	1633	644	1855	1408	2647	2043	1769	1479	1286	1999	344	410	606	1495	1406	1100	847	2259	2168	2304	1442	1087	141	746	1145	239	2091	1274	901	115	1153	882	368	548	965	503	279	1460	2028	467	2317	376	975	250	192	1367	311	1452	1209	386	1227	
1525	1625	1265	1590	1755	1420	1655	635	1860	1485	2620	2065	1765	1453	1270	1975	340	415	600	1490	1410	1100	835	2325	2155	2330	1465	1105	133	725	1130	240	2065	1245	925	114	1150	860	365	535	970	465	270	1500	1985	460	2330	370	1020	250	190	1360	300	1435	1225	380	1195	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1289	1316	1144	829	1534	1233	1491	472	1600	735	2510	1813	1483	1374	1120	1656	315	375	522	1140	996	797	634	1276	1036	1023	846	438	120	669	1006	230	1823	1108	701	110	883	754	301	485	669	345	217	893	1625	374	2033	279	756	169	156	1189	146	1282	958	291	1117	
184	213	119	494	174	92	120	145	187	419	84	168	199	76	138	230	22	10	53	317	325	248	167	327	197	407	186	320	11	41	117	0	186	119	163	0	223	101	61	47	150	81	32	326	359	78	170	55	133	14	12	145	149	129	191	75	73	
52	96	2	267	47	95	44	18	73	331	26	84	83	3	12	89	3	30	25	33	89	55	34	722	922	900	433	347	2	15	7	10	56	18	61	4	44	5	3	3	151	39	21	281	1	8	127	36	131	67	22	26	5	24	76	14	5	
184	213	119	494	174	92	120	145	187	419	84	168	199	76	138	230	22	10	53	317	325	248	167	327	197	407	186	320	11	41	117	0	186	119	163	0	223	101	61	47	150	81	32	326	359	78	170	55	133	14	12	145	149	129	191	75	73	
1289	1313	1144	829	1534	1233	1491	472	1600	735	2510	1813	1483	1374	1118	1656	315	375	522	1140	996	797	634	1276	1035	1023	846	438	120	669	1006	230	1823	1108	701	110	883	754	301	485	669	345	217	893	1625	374	2031	279	756	169	156	1184	146	1282	958	291	1117	
10	6	13	11	8	7	7	7	11	6	0	17	9	1	5	16	4	0	5	14	10	6	2	14	12	14	16	10	0	0	2	4	20	5	0	0	0	0	0	2	2	0	11	10	12	1	31	3	5	3	1	10	10	5	9	4	3	
1463	1520	1250	1312	1700	1318	1604	610	1776	1148	2594	1964	1673	1449	1251	1870	333	385	570	1443	1311	1039	799	1589	1220	1416	1016	748	131	710	1121	226	1989	1222	864	110	1106	855	362	530	817	426	238	1209	1972	451	2170	331	884	180	167	1319	285	1406	1140	362	1187	
