"УИК №1863"	"УИК №1864"	"УИК №1865"	"УИК №1866"	"УИК №1867"	"УИК №1868"	"УИК №1869"	"УИК №1870"	"УИК №1871"	"УИК №1872"	"УИК №1873"	"УИК №1874"	"УИК №1875"	"УИК №1876"	"УИК №1877"	"УИК №1878"	"УИК №1879"	"УИК №1880"	"УИК №1881"	"УИК №1882"	"УИК №1883"	"УИК №1884"	"УИК №1885"	"УИК №1886"	"УИК №1887"	"УИК №1888"	"УИК №1889"	"УИК №1890"	"УИК №1891"	"УИК №1892"	"УИК №1893"	"УИК №1894"	"УИК №1895"	"УИК №3733"	
1582	1804	347	1879	992	2579	2727	2189	1946	2328	2103	1136	1464	1720	2408	2171	2034	2461	2371	2327	2141	2351	1873	1919	2399	2245	1776	2225	1609	1982	1930	1125	2993	61	
1300	1600	250	1550	800	2100	2300	1800	1600	1900	1800	1000	1150	1350	2050	1800	1600	1900	1750	2050	1800	1950	1550	1600	1850	1850	1500	1800	1350	1600	1600	950	2400	70	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1168	1312	206	1194	576	1818	1487	1214	1150	1423	1203	677	1090	1127	1482	1189	1130	1548	1321	1433	1656	1486	1199	1286	1648	1392	1057	1301	1147	1240	1089	742	1824	57	
44	48	8	55	16	62	92	41	31	63	136	35	27	15	53	78	56	36	61	48	44	45	47	51	53	74	39	70	65	37	53	12	55	0	
88	240	36	301	208	220	721	545	419	414	461	288	33	208	515	533	411	316	368	569	100	419	304	263	149	384	404	429	138	323	458	196	521	13	
44	48	8	55	16	62	92	41	31	63	136	35	27	15	53	78	56	36	61	48	44	45	47	51	53	74	39	70	65	37	53	12	55	0	
1154	1312	206	1194	576	1807	1487	1214	1145	1418	1203	677	1090	1124	1482	1183	1130	1548	1321	1433	1654	1486	1199	1280	1648	1392	1057	1301	1147	1238	1085	742	1824	57	
15	9	2	16	7	33	22	29	16	22	20	12	7	12	22	8	23	25	22	18	17	13	14	19	9	16	11	22	6	19	17	19	13	0	
1183	1351	212	1233	585	1836	1557	1226	1160	1459	1319	700	1110	1127	1513	1253	1163	1559	1360	1463	1681	1518	1232	1312	1692	1450	1085	1349	1206	1256	1121	735	1866	57	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

14	8	0	12	6	15	13	19	16	10	20	10	9	4	24	12	11	15	10	22	10	12	13	12	19	13	7	15	5	13	17	12	21	1	
136	52	34	138	80	124	204	147	134	170	136	89	81	173	196	163	147	219	74	168	87	166	52	148	194	198	124	186	80	155	141	18	201	3	
53	70	7	49	28	86	78	58	56	57	51	27	79	44	76	46	58	90	168	83	159	69	96	61	87	68	47	75	121	51	37	89	124	7	
856	1133	147	934	400	1473	1117	896	858	1104	987	497	864	808	1110	922	830	1116	967	1063	1304	1137	942	1000	1262	1067	798	938	935	905	816	524	1347	44	
40	37	9	38	29	52	54	35	54	58	61	27	25	46	40	43	51	53	66	47	51	48	54	38	50	42	48	52	41	61	49	35	90	2	
12	7	2	5	5	16	14	9	5	9	3	7	8	8	10	12	13	12	10	21	7	14	23	14	7	11	7	7	6	10	4	4	12	0	
21	15	5	17	12	26	34	17	10	19	13	14	11	24	16	24	22	16	20	23	26	29	17	14	18	18	14	28	6	26	14	17	27	0	
51	29	8	40	25	44	43	45	27	32	48	29	33	20	41	31	31	38	45	36	37	43	35	25	55	33	40	48	12	35	43	36	44	0	
