"УИК №1901"	"УИК №1902"	"УИК №1903"	"УИК №1904"	"УИК №1905"	"УИК №1906"	"УИК №1907"	"УИК №1908"	"УИК №1909"	"УИК №1910"	"УИК №1911"	"УИК №1912"	"УИК №1913"	"УИК №1914"	"УИК №1915"	"УИК №1916"	"УИК №1917"	"УИК №1918"	"УИК №1919"	"УИК №1920"	"УИК №1921"	
946	947	1073	1057	948	1125	887	886	494	219	225	653	903	812	966	500	387	520	325	134	314	
700	700	800	800	700	800	700	700	400	200	200	500	700	700	700	400	300	500	300	100	300	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
585	587	564	630	501	588	564	433	275	151	125	443	511	441	538	310	254	309	197	52	126	
17	39	57	21	19	21	14	34	16	14	27	22	40	81	67	31	27	22	14	29	44	
98	74	179	149	180	191	122	233	109	35	48	35	149	178	95	59	19	169	89	19	130	
17	39	57	21	19	21	14	34	16	14	27	22	40	81	67	31	27	22	14	29	44	
585	587	564	630	501	588	564	433	275	151	125	443	511	441	538	310	254	309	197	52	126	
11	6	23	14	6	13	13	6	4	1	0	5	10	3	9	3	0	2	3	1	5	
591	620	598	637	514	596	565	461	287	164	152	460	541	519	596	338	281	329	208	80	165	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	9	2	8	6	8	5	6	1	1	2	3	3	2	3	2	3	1	1	0	0	
124	121	143	138	126	148	125	81	68	11	19	73	83	87	86	17	20	12	52	1	9	
55	50	37	51	51	65	70	53	18	20	2	28	48	34	24	17	25	18	12	4	17	
381	415	396	421	308	358	354	308	190	129	128	351	392	388	461	296	226	291	135	74	136	
11	11	7	8	5	4	4	4	6	2	0	3	5	3	5	2	1	3	3	0	0	
6	2	4	4	8	6	1	3	4	1	0	2	7	2	6	2	1	2	3	0	2	
4	7	6	4	5	6	3	4	0	0	1	0	2	1	3	2	5	2	1	0	1	
4	5	3	3	5	1	3	2	0	0	0	0	1	2	8	0	0	0	1	1	0	
