"УИК №1201"	"УИК №1202"	"УИК №1203"	"УИК №1204"	"УИК №1205"	"УИК №1206"	"УИК №1207"	"УИК №1208"	"УИК №1209"	"УИК №1210"	"УИК №1211"	"УИК №1212"	"УИК №1213"	"УИК №1214"	"УИК №1215"	"УИК №1216"	"УИК №1217"	"УИК №1218"	"УИК №1219"	"УИК №1220"	"УИК №1221"	"УИК №1222"	"УИК №1223"	"УИК №1224"	"УИК №1225"	"УИК №1226"	"УИК №1227"	"УИК №1228"	"УИК №1229"	"УИК №1230"	"УИК №1231"	"УИК №1232"	"УИК №1233"	"УИК №1234"	"УИК №1235"	"УИК №1236"	"УИК №1237"	"УИК №1238"	"УИК №1239"	"УИК №1240"	"УИК №1241"	"УИК №1242"	"УИК №1243"	"УИК №1244"	"УИК №1245"	"УИК №1246"	"УИК №1247"	
1844	1775	1801	1288	1259	1519	1290	1182	1800	1714	1404	1149	1092	422	255	518	604	900	242	567	234	371	197	324	207	407	192	793	223	399	176	740	483	360	168	234	1336	1164	307	162	1829	338	191	244	98	154	180	
1650	1650	1650	1250	1150	1400	1200	1100	1650	1600	1250	1100	1000	400	250	500	550	850	230	500	200	370	200	300	200	370	160	750	200	370	160	700	450	350	150	240	1250	1100	300	190	1750	300	220	270	100	140	180	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1082	1134	1133	737	750	881	738	711	1156	1112	914	770	617	253	172	339	448	592	150	322	162	287	134	251	127	212	89	504	176	255	124	371	269	225	115	199	794	739	178	123	1160	193	119	148	69	100	144	
116	63	71	54	63	38	43	57	29	33	34	143	162	57	4	29	66	68	11	58	19	37	25	30	36	98	47	164	19	78	19	190	63	44	27	35	77	97	47	23	139	36	41	17	14	32	27	
452	453	446	459	337	481	419	332	465	455	302	187	220	90	74	132	36	190	69	120	19	46	41	19	37	60	24	82	5	37	17	139	118	81	8	6	379	264	75	44	451	71	60	105	17	8	9	
116	63	71	54	63	38	43	57	29	33	34	143	162	57	4	29	66	68	11	58	19	37	25	30	36	98	47	164	19	78	19	190	63	44	27	35	77	97	47	23	139	36	41	17	14	32	27	
1082	1134	1133	737	750	881	738	711	1156	1112	914	770	617	253	172	339	448	592	150	322	162	287	134	251	127	212	89	504	176	255	124	371	269	225	115	199	794	739	178	123	1160	193	119	148	69	100	144	
15	8	14	8	12	10	2	10	9	14	17	8	5	2	4	5	2	7	1	2	1	1	3	2	1	1	0	7	8	1	0	3	4	4	0	0	13	13	2	0	13	2	0	4	0	0	2	
1183	1189	1190	783	801	909	779	758	1176	1131	931	905	774	308	172	363	512	653	160	378	180	323	156	279	162	309	136	661	187	332	143	558	328	265	142	234	858	823	223	146	1286	227	160	161	83	132	169	
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	8	9	7	4	5	4	7	3	12	4	10	1	2	1	0	4	1	1	1	1	2	1	1	2	0	2	1	2	2	0	1	1	3	0	1	8	3	3	1	12	1	3	0	0	1	0	
201	185	197	122	115	147	115	110	210	187	171	126	93	22	20	30	47	102	22	39	12	25	13	16	17	35	3	71	12	39	14	48	36	19	4	20	133	137	14	15	181	31	29	11	14	22	29	
68	70	63	38	47	49	34	39	57	58	55	45	52	41	14	15	31	41	18	22	7	25	15	10	8	17	8	25	5	11	9	26	15	10	7	21	66	45	5	13	92	11	12	10	12	8	3	
861	887	874	585	616	679	612	582	880	847	676	711	616	239	135	312	412	501	116	306	158	268	124	248	134	250	120	560	163	272	115	478	273	229	126	182	634	624	199	116	978	177	112	136	56	99	135	
13	15	18	7	10	11	4	9	14	10	10	3	3	1	2	2	7	4	2	4	1	1	0	1	0	3	2	1	3	3	0	2	0	1	5	3	7	8	0	0	5	3	2	0	0	1	0	
15	8	8	6	3	7	6	6	4	8	8	6	4	1	0	1	7	1	0	3	1	2	0	2	0	4	1	1	1	3	2	3	1	2	0	4	4	2	1	1	10	1	1	3	1	0	0	
6	7	15	6	2	6	4	3	5	7	4	3	4	0	0	3	4	2	1	2	0	0	2	1	1	0	0	1	0	0	0	0	1	1	0	1	5	2	1	0	4	2	0	0	0	0	0	
11	9	6	12	4	5	0	2	3	2	3	1	1	2	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	2	3	0	1	0	0	2	1	2	0	0	4	1	1	1	0	1	2	
