"УИК №385"	"УИК №386"	"УИК №387"	"УИК №388"	"УИК №389"	"УИК №390"	"УИК №391"	"УИК №392"	"УИК №393"	"УИК №394"	"УИК №395"	"УИК №396"	"УИК №397"	"УИК №398"	"УИК №399"	"УИК №400"	"УИК №438"	"УИК №439"	"УИК №440"	"УИК №450"	"УИК №466"	"УИК №467"	"УИК №468"	"УИК №469"	"УИК №470"	"УИК №471"	
1257	2619	2555	2774	2207	2267	2665	3198	2894	2492	2532	1788	2470	2155	2030	1215	2183	2165	753	2140	2190	1544	241	350	150	250	
1255	2619	2554	2773	2207	2239	2663	2952	2717	2462	2530	1787	2469	2164	2035	1214	2064	2163	753	2140	2199	1550	241	350	150	250	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1140	939	1040	1448	1976	2110	1144	1068	1005	1447	2339	1564	2213	1053	1792	1050	982	1988	609	1927	2190	1544	241	337	146	240	
8	11	0	7	1	3	46	13	5	4	6	6	7	15	26	15	4	2	6	7	0	0	0	0	0	0	
107	1669	1514	1318	230	126	1473	1871	1707	1011	185	217	249	1095	217	149	1078	173	138	206	9	6	0	13	4	10	
8	11	0	7	1	3	46	13	5	4	6	6	7	15	26	15	4	2	6	7	0	0	0	0	0	0	
1140	939	1040	1441	1976	2110	1144	1068	1005	1447	2339	1564	2213	1053	1792	1050	982	1988	609	1927	2190	1544	241	337	146	240	
1	22	14	72	62	1	27	34	46	49	1	1	1	38	40	2	35	2	1	51	1	1	1	1	2	1	
1147	928	1026	1376	1915	2112	1163	1047	964	1402	2344	1569	2219	1030	1778	1063	951	1988	614	1883	2189	1543	240	336	144	239	
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

25	3	9	8	3	15	5	6	5	5	21	12	35	11	14	36	4	40	28	3	32	12	35	30	21	18	
78	257	177	315	244	114	195	234	198	276	75	62	74	262	397	59	189	45	15	233	56	39	32	19	30	40	
3	4	3	5	6	1	3	1	2	2	1	2	1	3	8	3	6	1	2	8	1	1	5	2	0	2	
996	613	767	969	1586	1943	886	732	694	1037	2187	1443	2042	691	1269	922	680	1858	541	1539	2038	1458	146	266	70	155	
1	30	37	48	34	3	34	40	36	37	0	1	2	28	50	1	35	1	0	55	1	1	1	0	2	0	
13	1	2	2	4	5	5	3	1	7	14	21	26	4	8	14	4	8	14	1	11	17	12	2	5	8	
17	5	5	7	7	8	7	5	8	4	17	14	20	6	8	19	11	17	11	3	15	1	4	9	8	7	
14	15	26	22	31	23	28	26	20	34	29	14	19	25	24	9	22	18	3	41	35	14	5	8	8	9	
