"УИК №827"	"УИК №828"	"УИК №829"	"УИК №830"	"УИК №831"	"УИК №832"	"УИК №833"	"УИК №834"	"УИК №835"	"УИК №836"	"УИК №837"	"УИК №838"	"УИК №839"	"УИК №840"	"УИК №841"	"УИК №842"	"УИК №843"	"УИК №844"	"УИК №845"	"УИК №846"	"УИК №847"	"УИК №848"	"УИК №849"	
2720	2929	2646	2662	2441	2105	2041	2399	2212	2335	2213	364	1621	2285	2726	2047	2131	2778	2888	2686	2771	2594	2324	
2200	2300	2200	2200	2000	1700	1450	1900	1800	1900	1800	350	1400	1900	2200	1700	1700	2300	2400	2200	2300	2200	1900	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1534	1695	1542	1491	1337	1331	1317	1405	1262	1384	1233	256	868	1340	1522	1167	1195	1537	1651	1509	1564	1456	1361	
185	75	78	46	22	48	35	53	54	88	35	5	51	51	75	69	67	72	62	44	63	75	48	
481	530	580	663	641	321	98	442	484	428	532	89	481	509	603	464	438	691	687	647	673	669	491	
185	75	78	46	22	48	35	53	54	88	35	5	51	51	75	69	67	72	62	44	63	75	48	
1532	1695	1542	1490	1337	1331	1316	1402	1260	1383	1228	256	868	1340	1520	1165	1195	1521	1645	1509	1563	1456	1359	
24	23	32	18	16	20	20	18	15	38	36	6	14	18	36	14	18	32	26	39	26	23	18	
1693	1747	1588	1518	1343	1359	1331	1437	1299	1433	1227	255	905	1373	1559	1220	1244	1561	1681	1514	1600	1508	1389	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

17	15	14	14	15	20	12	15	15	14	13	0	7	17	17	12	5	8	12	18	14	11	9	
190	215	175	168	159	181	218	205	173	169	146	34	107	149	225	154	129	206	203	189	192	173	169	
84	86	102	54	75	52	47	73	69	63	79	8	35	66	62	66	56	85	95	99	91	76	74	
1305	1297	1179	1133	992	990	900	985	917	982	869	197	662	1053	1141	895	937	1134	1238	1089	1203	1129	1032	
46	49	54	61	50	56	64	68	55	74	49	6	42	39	55	33	45	52	50	40	30	41	44	
8	9	7	7	14	9	9	9	6	17	15	3	9	7	13	6	11	12	14	18	13	17	5	
13	24	22	27	15	31	37	29	18	28	24	2	9	19	13	20	20	24	23	21	16	18	17	
30	52	35	54	23	20	44	53	46	86	32	5	34	23	33	34	41	40	46	40	41	43	39	
