"УИК №156"	"УИК №157"	"УИК №158"	"УИК №159"	"УИК №160"	"УИК №161"	"УИК №162"	"УИК №163"	"УИК №164"	"УИК №165"	"УИК №166"	"УИК №167"	"УИК №168"	"УИК №169"	"УИК №170"	"УИК №171"	"УИК №172"	"УИК №173"	"УИК №174"	"УИК №175"	"УИК №176"	"УИК №177"	"УИК №178"	"УИК №179"	"УИК №180"	"УИК №181"	"УИК №182"	"УИК №183"	"УИК №184"	"УИК №185"	"УИК №186"	"УИК №187"	"УИК №188"	"УИК №189"	
203	204	2280	2024	379	422	402	182	1424	229	470	591	343	128	154	256	150	246	159	534	320	116	568	654	136	118	413	83	497	1480	408	93	390	152	
224	217	2390	2119	404	455	435	197	1504	238	489	627	353	146	160	269	152	245	156	552	305	111	621	707	135	121	424	86	512	1564	419	94	411	158	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177	143	1326	1134	209	306	295	166	800	132	324	437	226	84	110	168	91	165	119	399	208	86	390	328	83	76	331	64	361	736	264	75	283	134	
18	29	144	231	38	32	55	4	278	68	57	69	49	14	9	44	17	51	12	55	45	16	49	93	25	20	24	3	65	198	25	10	51	11	
29	45	920	754	157	117	85	27	426	38	108	121	78	48	41	57	44	29	25	98	52	9	182	286	27	25	69	19	86	629	130	9	77	13	
18	29	144	231	38	32	55	4	278	68	57	69	49	14	9	44	17	51	12	55	45	16	49	93	25	20	24	3	65	198	25	10	51	11	
177	143	1324	1134	209	306	295	166	800	132	324	437	226	84	110	168	91	165	119	399	208	86	390	328	83	76	331	64	361	736	264	75	283	134	
0	0	28	11	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	6	0	1	3	2	4	17	2	0	4	0	
195	172	1440	1354	247	338	350	170	1078	200	381	506	272	98	119	212	108	216	130	454	253	102	438	415	108	95	352	65	422	917	287	85	330	145	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	5	12	2	2	3	0	7	1	2	3	3	0	0	2	1	0	0	0	0	0	2	4	0	0	2	0	0	8	0	0	1	1	
15	7	460	378	32	29	15	13	69	35	34	25	31	10	5	23	14	25	7	66	9	13	27	108	4	21	55	8	27	146	17	0	69	4	
8	4	60	63	18	26	8	8	91	2	23	5	29	0	13	22	13	18	5	10	8	3	26	15	2	1	9	0	34	67	25	8	26	6	
167	156	878	862	188	278	322	148	873	160	318	470	207	87	99	163	78	168	115	373	232	84	371	283	98	71	275	56	353	677	239	77	230	130	
1	1	12	9	2	3	0	1	25	0	0	1	1	0	0	1	0	1	0	3	1	1	1	1	1	1	4	0	1	4	2	0	0	1	
3	4	6	15	0	0	1	0	1	2	2	2	0	1	2	1	1	3	3	0	3	1	6	3	2	1	4	1	6	8	3	0	4	2	
1	0	11	6	4	0	0	0	3	0	2	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	2	0	1	4	1	0	0	1	
0	0	8	9	1	0	1	0	9	0	0	0	0	0	0	0	1	0	0	1	0	0	5	0	0	0	1	0	0	3	0	0	0	0	
