"УИК №1477"	"УИК №1478"	"УИК №1479"	"УИК №1480"	"УИК №1481"	"УИК №1482"	"УИК №1483"	"УИК №1484"	"УИК №1485"	"УИК №1486"	"УИК №1487"	"УИК №1488"	"УИК №1489"	"УИК №1490"	"УИК №1491"	"УИК №1492"	"УИК №1493"	"УИК №1494"	"УИК №1495"	"УИК №1496"	"УИК №1497"	"УИК №1498"	"УИК №1499"	"УИК №1500"	"УИК №1501"	"УИК №1502"	"УИК №1503"	"УИК №1504"	"УИК №1505"	"УИК №1506"	
465	612	610	928	1143	1234	162	292	86	1147	42	1394	997	42	27	896	446	1240	941	190	1117	460	13	96	73	68	19	21	293	109	
494	639	629	934	1160	1249	194	296	86	1160	42	1406	1020	42	27	907	446	1224	941	191	1041	520	13	97	73	67	19	21	295	109	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
448	549	518	863	1041	1148	157	284	81	1066	39	1174	877	42	27	858	440	1075	873	179	789	460	13	89	64	51	19	21	277	109	
10	47	49	0	22	0	0	4	5	0	0	127	50	0	0	0	0	6	0	0	82	0	0	0	0	0	0	0	5	0	
36	43	62	71	87	101	37	8	0	94	2	105	93	0	0	49	6	143	68	12	170	60	0	8	9	16	0	0	13	0	
10	47	49	0	22	0	0	4	5	0	0	127	50	0	0	0	0	6	0	0	82	0	0	0	0	0	0	0	5	0	
448	549	518	863	1031	1148	157	284	81	1066	39	1174	877	42	27	858	440	1075	873	179	789	460	13	89	64	51	19	21	277	109	
0	3	0	0	14	0	0	0	0	0	1	1	0	0	0	1	3	62	6	0	0	1	0	0	0	0	0	0	0	0	
458	593	567	863	1039	1148	157	288	86	1066	38	1300	927	42	27	857	437	1019	867	179	871	459	13	89	64	51	19	21	282	109	
0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	2	0	0	0	5	0	0	0	2	0	0	0	0	0	12	26	1	1	0	4	0	0	0	0	0	0	0	0	0	
35	37	25	43	15	20	7	0	5	39	1	64	8	4	3	8	4	21	53	7	125	24	1	0	4	7	1	0	9	14	
0	6	0	0	0	13	0	0	0	0	0	0	2	2	0	0	0	7	3	0	2	1	0	0	0	0	0	0	0	0	
410	540	539	820	1024	1090	149	288	80	1012	37	1236	917	36	24	837	407	984	802	171	727	431	12	89	60	42	18	21	268	95	
3	3	2	0	0	3	1	0	0	7	0	0	0	0	0	0	0	5	5	1	8	3	0	0	0	2	0	0	2	0	
0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	
1	3	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	
3	0	0	0	0	10	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	
