"УИК №1232"	"УИК №1592"	"УИК №1740"	"УИК №1741"	"УИК №1742"	"УИК №1743"	"УИК №1744"	"УИК №1745"	"УИК №1746"	"УИК №1747"	"УИК №1748"	"УИК №1749"	"УИК №1750"	"УИК №1751"	"УИК №1752"	"УИК №1753"	"УИК №1754"	"УИК №1755"	"УИК №1756"	"УИК №1757"	"УИК №1758"	"УИК №1759"	"УИК №1760"	"УИК №1761"	"УИК №1762"	"УИК №1763"	"УИК №1764"	"УИК №1765"	"УИК №1766"	"УИК №1767"	"УИК №1768"	"УИК №1769"	"УИК №1770"	"УИК №1771"	"УИК №1772"	"УИК №1773"	
470	414	1566	1745	2219	1919	2364	2213	1935	2474	1920	2586	2258	2691	2015	2285	1632	2247	2248	1904	2005	2635	1309	1479	1482	1953	2135	1918	2015	2737	2416	2996	1506	1435	509	2506	
500	450	1500	1650	2100	1800	2200	2100	1950	2350	1800	2400	2100	2100	1800	2100	1950	2000	2100	1850	1850	2450	1200	1400	2000	1850	2000	1850	1900	2600	2250	2750	1200	1200	500	2350	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
401	372	866	951	1179	884	1192	952	962	1592	965	1187	1035	1209	1305	1212	1517	1716	1620	1270	1547	1385	877	878	1183	1274	1263	1024	1608	1282	1272	2107	954	910	418	1292	
0	0	171	74	97	53	112	131	72	209	139	52	134	374	175	127	115	147	230	206	178	196	169	39	299	296	109	134	265	163	101	87	117	128	13	128	
99	78	463	625	824	863	896	1017	916	549	696	1161	931	517	320	761	318	137	250	374	125	869	154	483	518	280	628	692	27	1155	877	556	129	162	69	930	
0	0	171	74	97	53	112	131	72	209	139	52	134	374	175	127	115	147	230	206	178	196	169	39	299	296	109	134	265	163	101	87	117	128	13	128	
401	372	866	951	1179	884	1192	952	962	1592	965	1187	1035	1209	1305	1212	1517	1716	1620	1270	1546	1385	877	878	1183	1274	1263	1024	1608	1282	1272	2107	954	910	418	1292	
10	3	1	9	24	7	10	9	4	0	3	26	11	21	12	7	8	12	13	15	11	3	3	0	22	10	7	15	4	12	7	16	2	12	0	9	
391	369	1036	1016	1252	930	1294	1074	1030	1801	1101	1213	1158	1562	1468	1332	1624	1851	1837	1461	1713	1578	1043	917	1460	1560	1365	1143	1869	1433	1366	2178	1069	1026	431	1411	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	3	10	14	10	8	12	2	9	54	8	13	5	11	14	10	10	11	11	6	5	10	8	8	14	9	5	11	2	23	8	18	6	7	1	7	
36	48	145	133	132	106	151	128	145	279	120	158	135	170	183	141	149	142	162	122	103	156	76	136	124	115	83	139	24	200	181	235	110	152	19	191	
22	27	54	46	68	64	83	67	70	108	75	66	56	73	68	53	45	41	73	54	33	49	25	35	65	50	38	68	29	60	71	69	41	48	14	63	
314	278	754	772	964	702	977	838	777	1314	869	914	895	1202	1143	1061	1341	1614	1510	1217	1512	1270	910	688	1145	1319	1207	883	1794	1052	1041	1778	863	759	388	1069	
5	5	22	21	34	19	25	13	9	9	11	20	28	45	28	24	33	19	23	23	22	34	4	19	37	16	16	12	1	35	22	33	20	33	7	23	
2	3	13	4	16	9	17	10	3	14	5	12	8	16	10	11	9	7	15	8	2	12	3	16	16	13	0	18	9	16	9	8	13	2	0	13	
3	1	17	11	10	9	14	7	8	3	9	19	19	26	8	12	9	7	22	16	9	22	6	7	25	15	7	7	7	22	20	18	5	11	1	24	
5	4	21	15	18	13	15	9	9	20	4	11	12	19	14	20	28	10	21	15	27	25	11	8	34	23	9	5	3	25	14	19	11	14	1	21	
