"УИК №1778"	"УИК №1779"	"УИК №1780"	"УИК №1781"	"УИК №1782"	"УИК №1783"	"УИК №1784"	"УИК №1786"	"УИК №1787"	"УИК №1788"	"УИК №1789"	"УИК №1790"	"УИК №1791"	"УИК №1792"	"УИК №1793"	"УИК №1794"	"УИК №1795"	"УИК №1797"	"УИК №1798"	"УИК №1799"	
268	95	579	371	134	877	53	193	234	106	44	254	197	219	419	494	161	2141	928	488	
300	95	600	370	130	800	60	190	250	100	50	280	210	220	500	500	160	2000	1000	500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
181	62	287	168	67	443	36	99	118	43	18	124	79	97	226	278	97	1048	434	253	
16	6	83	59	17	30	0	14	15	20	6	33	29	29	41	17	11	58	17	30	
103	27	230	143	46	327	24	77	117	37	26	123	102	94	233	205	52	894	549	217	
16	6	83	59	17	30	0	14	15	20	6	33	29	29	41	17	11	58	17	30	
181	62	287	168	67	443	36	99	118	43	18	124	79	97	226	278	97	1048	434	253	
0	4	1	0	0	4	0	2	0	1	0	1	3	1	3	5	5	14	2	2	
197	64	369	227	84	469	36	111	133	62	24	156	105	125	264	290	103	1092	449	281	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	1	2	1	4	0	1	1	3	0	1	1	0	4	2	1	5	3	0	
15	6	48	19	4	42	4	7	17	2	6	9	6	15	55	53	25	160	88	36	
22	10	33	32	4	51	2	6	14	5	1	29	11	13	20	31	10	99	38	26	
153	45	279	174	75	362	29	97	100	52	17	115	85	95	182	202	64	802	308	215	
5	2	1	0	0	4	0	0	0	0	0	0	1	0	2	1	2	11	7	0	
0	1	4	0	0	4	0	0	1	0	0	2	0	1	1	0	1	8	2	0	
2	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	4	
0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	5	3	0	
