"УИК №2701"	"УИК №2702"	"УИК №2703"	"УИК №2704"	"УИК №2706"	"УИК №2707"	"УИК №2708"	"УИК №2709"	"УИК №2710"	"УИК №2711"	"УИК №2712"	"УИК №2713"	"УИК №2714"	"УИК №2715"	"УИК №2716"	"УИК №2717"	"УИК №2718"	"УИК №2719"	"УИК №2720"	"УИК №2721"	
2668	693	328	363	100	596	105	340	101	399	59	446	138	589	553	228	286	70	446	127	
2754	734	346	391	101	625	107	343	96	404	53	466	160	698	585	254	320	78	486	130	
0	22	0	26	7	18	0	2	1	0	0	24	25	60	24	5	0	7	4	0	
1395	343	178	145	43	343	62	164	51	238	32	210	40	279	277	106	123	41	272	92	
103	33	18	26	7	35	10	29	18	13	3	26	6	19	30	6	13	4	24	11	
1256	336	150	194	44	229	35	148	26	153	18	206	89	340	254	137	184	26	186	27	
103	55	18	52	14	53	10	31	19	13	3	50	31	79	54	11	13	11	28	11	
1394	343	178	145	43	343	62	164	51	238	32	210	40	279	277	106	123	41	272	92	
19	4	6	2	1	0	0	0	0	3	0	3	0	3	1	2	0	0	3	0	
1478	394	190	195	56	396	72	195	70	248	35	257	71	355	330	115	136	52	297	103	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	1	2	1	0	1	0	1	0	1	3	2	1	3	2	0	0	0	3	1	
199	46	13	8	1	33	0	1	1	30	1	2	0	43	16	4	17	3	25	4	
123	44	22	13	6	31	11	19	1	27	4	16	4	13	23	0	5	6	20	11	
1128	296	152	171	48	324	61	172	68	188	27	235	65	279	281	109	112	43	242	86	
10	2	0	2	1	1	0	1	0	1	0	1	1	11	3	0	2	0	0	0	
5	2	0	0	0	6	0	0	0	0	0	0	0	4	3	2	0	0	4	1	
4	2	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	3	0	
1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	
