"УИК №2801"	"УИК №2802"	"УИК №2803"	"УИК №2804"	"УИК №2805"	"УИК №2806"	"УИК №2807"	"УИК №2808"	"УИК №2809"	"УИК №2810"	"УИК №2811"	"УИК №2812"	"УИК №2813"	"УИК №2814"	"УИК №2815"	"УИК №2816"	"УИК №2817"	"УИК №2818"	"УИК №2819"	"УИК №2820"	"УИК №2821"	"УИК №2822"	"УИК №2823"	"УИК №2824"	"УИК №2825"	"УИК №2826"	
498	448	373	505	308	366	1109	264	235	579	311	293	485	387	310	379	353	978	301	323	144	599	215	1929	1789	1980	
499	446	375	504	310	368	1059	266	237	576	298	290	479	389	310	372	329	963	301	323	142	594	212	1938	1752	1947	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
438	410	341	482	289	348	763	241	193	534	210	268	456	347	255	312	279	740	283	306	138	519	184	1604	1426	1251	
32	19	25	15	13	11	150	9	28	15	25	12	4	31	20	30	25	55	0	9	3	56	7	89	85	439	
29	17	9	7	8	9	146	16	16	27	63	10	19	11	35	30	25	168	18	8	1	19	21	245	241	257	
32	19	25	15	13	11	150	9	28	15	25	12	4	31	20	30	25	55	0	9	3	56	7	89	85	439	
438	410	341	482	289	348	763	241	193	534	210	268	456	347	255	312	279	740	283	306	138	519	184	1604	1426	1251	
4	4	0	1	1	2	0	0	0	11	1	2	0	1	4	2	5	8	0	1	0	2	0	8	15	9	
466	425	366	496	301	357	913	250	221	538	234	278	460	377	271	340	299	787	283	314	141	573	191	1685	1496	1681	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	0	3	0	2	5	2	0	3	1	0	0	0	2	1	2	1	1	1	1	3	3	3	6	5	
20	17	15	22	12	10	86	9	9	19	40	9	28	15	55	76	51	31	10	15	5	23	35	56	61	66	
10	13	7	14	6	9	39	12	9	11	21	8	12	7	8	34	14	16	6	6	2	16	20	189	45	227	
428	388	344	452	278	335	777	225	201	495	166	257	419	353	204	215	222	730	255	286	129	523	128	1390	1357	1354	
2	4	0	1	3	1	1	1	0	4	1	2	1	0	0	9	3	6	5	2	1	3	2	25	4	11	
4	2	0	2	0	0	2	0	2	3	3	0	0	2	2	4	2	1	3	1	1	2	1	9	6	7	
2	0	0	1	1	0	3	0	0	2	1	2	0	0	0	0	4	0	1	1	1	3	0	10	12	5	
0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	2	2	2	1	0	2	3	5	6	
