"УИК №348"	"УИК №349"	"УИК №350"	"УИК №351"	"УИК №352"	"УИК №353"	"УИК №354"	"УИК №355"	"УИК №356"	"УИК №357"	"УИК №358"	"УИК №359"	"УИК №360"	"УИК №361"	"УИК №362"	"УИК №363"	"УИК №364"	"УИК №365"	"УИК №366"	"УИК №367"	"УИК №368"	"УИК №369"	"УИК №370"	"УИК №371"	"УИК №372"	
124	312	160	271	957	350	1654	1667	1480	46	70	211	383	73	421	112	169	665	387	347	121	759	510	58	82	
140	320	158	277	1000	360	1680	1700	1490	43	74	218	395	73	420	117	168	680	387	356	130	802	510	65	82	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120	294	140	158	871	302	1513	1535	1348	40	66	174	363	70	384	95	156	619	305	278	111	714	451	56	62	
0	8	10	42	61	18	28	32	45	3	0	28	17	2	19	14	4	15	38	21	0	43	39	2	20	
20	18	8	77	68	40	139	133	97	0	8	16	15	1	17	8	8	46	44	57	19	45	20	7	0	
0	8	10	42	61	18	28	32	45	3	0	28	17	2	19	14	4	15	38	21	0	43	39	2	20	
120	294	140	158	871	302	1513	1535	1348	40	66	174	363	70	384	95	156	619	305	278	111	714	451	56	62	
0	0	0	2	14	2	9	109	11	1	1	0	0	0	0	0	1	4	2	1	4	11	3	1	0	
120	302	150	198	918	318	1532	1458	1382	42	65	202	380	72	403	109	159	630	341	298	107	746	487	57	82	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	0	3	0	1	2	0	12	0	0	0	0	0	0	0	0	0	1	2	0	0	3	0	0	
5	26	3	23	239	19	92	34	95	1	12	18	7	1	18	13	0	9	14	16	4	13	14	0	5	
1	1	8	24	56	2	11	7	48	0	1	1	3	1	14	13	0	5	8	1	1	4	15	0	1	
110	272	139	147	608	292	1405	1408	1163	41	52	179	368	69	370	81	158	613	315	278	102	727	450	57	75	
2	2	0	1	4	2	16	4	28	0	0	2	2	1	0	2	0	2	2	0	0	1	2	0	1	
1	0	0	0	4	1	1	0	13	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	
1	0	0	0	2	0	1	2	14	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	
0	0	0	0	5	1	4	3	9	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	
