"УИК №3601"	"УИК №3602"	"УИК №3603"	"УИК №3604"	"УИК №3605"	"УИК №3606"	"УИК №3607"	"УИК №3608"	"УИК №3609"	"УИК №3610"	"УИК №3611"	"УИК №3612"	"УИК №3613"	"УИК №3614"	"УИК №3615"	"УИК №3616"	"УИК №3617"	"УИК №3618"	"УИК №3619"	"УИК №3620"	"УИК №3621"	"УИК №3622"	"УИК №3623"	"УИК №3624"	"УИК №3625"	"УИК №3626"	"УИК №3627"	"УИК №3628"	"УИК №3629"	"УИК №3630"	"УИК №3631"	"УИК №3632"	"УИК №3633"	"УИК №3634"	"УИК №3635"	"УИК №3636"	"УИК №3637"	"УИК №3638"	"УИК №3639"	"УИК №3640"	"УИК №3641"	"УИК №3642"	"УИК №3643"	"УИК №3680"	
507	509	82	528	152	473	780	354	702	471	413	477	118	206	439	251	101	370	338	154	124	204	232	317	559	876	729	396	152	884	1347	1349	641	464	141	563	990	1015	181	1257	304	217	371	199	
500	500	60	500	130	450	750	320	700	450	400	500	100	180	400	250	100	330	320	140	100	200	230	300	520	750	700	370	150	850	1300	1300	600	450	150	500	1000	1000	150	1200	270	200	350	190	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
214	225	49	284	83	257	343	164	308	241	246	320	69	130	230	198	65	202	208	114	68	121	96	191	280	466	347	233	63	492	642	723	438	228	94	252	486	421	74	667	149	112	202	93	
52	32	0	28	12	36	202	35	13	34	11	57	17	16	18	1	3	35	17	0	8	4	58	0	28	56	36	15	6	28	41	29	11	16	6	48	73	27	19	43	17	7	12	92	
234	243	11	188	35	157	205	121	379	175	143	123	14	34	152	51	32	93	95	26	24	75	76	109	212	228	317	122	81	330	617	548	151	206	50	200	441	552	57	490	104	81	136	5	
52	32	0	28	12	36	202	35	13	34	11	57	17	16	18	1	3	35	17	0	8	4	58	0	28	56	36	15	6	28	41	29	11	16	6	48	73	27	19	43	17	7	12	92	
214	225	49	284	83	257	343	164	308	241	246	320	69	130	230	198	65	202	208	114	68	121	96	191	280	466	347	233	63	492	642	723	438	228	94	252	486	421	74	667	149	112	202	93	
4	4	0	9	2	12	27	7	11	3	7	7	1	2	7	0	0	3	8	2	0	1	1	0	4	8	3	4	4	16	11	12	21	4	1	5	12	7	3	14	3	2	2	5	
262	253	49	303	93	281	518	192	310	272	250	370	85	144	241	199	68	234	217	112	76	124	153	191	304	514	380	244	65	504	672	740	428	240	99	295	547	441	90	696	163	117	212	180	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	2	0	0	1	2	2	4	3	1	1	3	2	0	0	1	0	0	2	0	0	0	0	1	2	2	4	3	0	2	4	6	2	1	0	0	3	10	1	4	2	1	3	3	
43	48	16	65	22	76	81	32	78	68	51	71	15	11	24	20	16	30	49	25	24	41	24	9	44	143	64	56	15	111	163	197	78	37	12	65	121	79	17	147	28	12	45	53	
22	25	2	22	3	32	102	12	39	19	31	41	4	25	29	26	7	27	22	11	6	6	30	29	19	40	32	22	7	45	54	65	27	19	9	35	53	49	11	50	13	9	18	15	
184	172	30	206	64	160	307	141	186	174	163	250	63	105	181	142	45	176	136	75	45	74	99	151	236	325	268	157	41	329	422	451	314	178	77	188	361	291	58	471	118	93	139	106	
1	1	0	1	0	2	21	1	3	2	2	2	0	2	5	9	0	0	4	0	1	0	0	0	2	3	0	0	1	5	7	6	2	1	0	1	3	2	2	9	1	1	2	1	
10	4	0	4	3	4	2	2	1	4	0	1	1	1	2	0	0	0	3	0	0	2	0	0	1	1	5	1	1	5	8	5	0	2	0	3	3	5	1	10	1	0	3	0	
1	0	0	2	0	1	0	0	0	4	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	5	3	0	3	8	4	4	1	0	2	2	3	0	2	0	0	1	0	
1	1	1	3	0	4	3	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	2	0	4	6	6	1	1	1	1	1	2	0	3	0	1	1	2	
