"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №425"	"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	
2204	1747	1539	359	525	458	696	215	238	251	259	486	121	295	68	328	199	356	377	371	
2260	1760	1590	360	540	450	740	230	240	290	270	500	130	310	70	340	210	370	390	400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1703	1446	1239	252	353	400	447	183	186	180	186	277	86	215	46	230	142	258	329	220	
68	131	136	74	89	40	159	9	35	46	26	156	21	71	17	70	29	57	17	115	
489	183	215	34	98	10	134	38	19	64	58	67	23	24	7	40	39	55	44	65	
68	131	136	74	89	40	159	9	35	46	26	156	21	71	17	70	29	57	17	115	
1703	1446	1239	252	353	400	447	183	186	180	186	277	86	215	46	230	142	258	329	220	
14	16	8	1	2	0	5	1	0	1	1	2	0	3	0	3	1	0	2	3	
1757	1561	1367	325	440	440	601	191	221	225	211	431	107	283	63	297	170	315	344	332	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	12	3	0	2	0	1	1	0	0	0	1	0	1	2	1	2	2	1	1	
205	192	151	25	20	33	27	20	7	10	18	30	12	6	3	24	13	13	14	14	
91	90	90	15	21	25	38	6	5	8	20	19	5	16	4	27	17	17	9	10	
1427	1237	1106	283	390	378	524	163	207	204	170	374	89	256	54	242	138	279	317	302	
11	5	2	0	1	1	3	1	1	2	2	3	0	1	0	0	0	1	2	0	
5	14	7	1	5	2	3	0	1	1	0	2	1	1	0	1	0	2	1	2	
6	7	5	1	1	1	2	0	0	0	0	2	0	2	0	1	0	1	0	1	
5	4	3	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	2	
