"УИК №2701"	"УИК №2702"	"УИК №2703"	"УИК №2704"	"УИК №2705"	"УИК №2706"	"УИК №2707"	"УИК №2708"	"УИК №2709"	"УИК №2710"	"УИК №2711"	"УИК №2712"	"УИК №2713"	"УИК №2714"	"УИК №2715"	"УИК №2716"	"УИК №2717"	"УИК №2718"	"УИК №2719"	"УИК №2720"	"УИК №2721"	"УИК №2722"	"УИК №2723"	"УИК №2724"	"УИК №2725"	"УИК №2726"	"УИК №2727"	"УИК №2728"	"УИК №2729"	"УИК №2730"	"УИК №2731"	"УИК №2732"	"УИК №2733"	"УИК №2734"	"УИК №2735"	"УИК №2736"	
579	238	169	405	77	97	537	277	58	160	149	225	313	44	821	86	348	1545	1619	853	1257	246	444	215	141	127	125	250	183	210	112	98	361	166	190	384	
630	250	160	420	80	90	620	300	60	160	160	260	350	50	870	70	370	1500	1600	880	1300	240	470	210	140	120	130	270	200	240	110	100	400	180	200	380	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
502	135	120	189	45	72	334	180	42	94	99	146	234	30	518	55	205	1194	978	779	708	167	294	121	79	88	66	163	117	154	66	56	235	114	142	318	
67	46	31	57	18	14	115	80	6	38	16	12	44	11	151	15	45	140	129	62	267	26	72	62	34	20	23	65	53	47	38	38	101	21	22	60	
61	69	9	174	17	4	171	40	12	28	45	102	72	9	201	0	120	166	493	39	325	47	104	27	27	12	41	42	30	39	6	6	64	45	36	2	
67	46	31	57	18	14	115	80	6	38	16	12	44	11	151	15	45	140	129	62	267	26	72	62	34	20	23	65	53	47	38	38	101	21	22	60	
502	135	120	189	45	72	334	180	42	94	99	146	234	30	518	55	205	1194	978	779	708	167	294	121	79	88	66	163	117	154	66	56	235	114	142	318	
19	0	1	1	0	0	2	6	0	1	0	2	4	0	4	0	4	20	9	5	6	6	0	0	0	1	0	0	2	0	0	0	0	1	0	0	
550	181	150	245	63	86	447	254	48	131	115	156	274	41	665	70	246	1314	1098	836	969	187	366	183	113	107	89	228	168	201	104	94	336	134	164	378	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	1	1	1	0	1	1	3	0	0	1	1	2	4	7	4	9	1	2	0	2	0	2	1	1	1	0	1	2	0	1	0	
46	19	19	41	5	0	35	22	2	12	20	30	22	2	42	10	59	183	159	46	192	28	74	10	18	1	10	14	26	11	11	8	14	8	14	24	
26	10	7	19	4	9	12	6	3	7	4	5	28	1	21	3	19	57	57	19	58	15	11	25	14	6	8	21	7	5	2	3	13	15	14	5	
472	151	123	176	53	76	388	218	43	111	89	118	224	38	592	56	164	1054	846	761	697	141	274	146	79	98	65	186	132	180	90	81	304	107	132	347	
3	1	1	2	0	0	2	2	0	0	1	0	0	0	2	0	1	5	10	2	2	0	1	0	0	1	2	4	2	1	1	0	2	1	1	1	
2	0	0	6	0	0	6	1	0	0	0	0	0	0	4	0	1	3	10	3	7	1	2	2	0	1	2	2	0	1	0	1	0	2	1	1	
1	0	0	1	0	0	3	1	0	0	0	0	0	0	1	0	0	4	6	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	
0	0	0	0	1	0	0	3	0	0	0	0	0	0	2	0	0	4	3	1	3	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	
