"УИК №249"	"УИК №250"	"УИК №251"	"УИК №252"	"УИК №253"	"УИК №254"	"УИК №255"	"УИК №256"	"УИК №257"	"УИК №258"	"УИК №259"	"УИК №260"	"УИК №261"	"УИК №262"	"УИК №263"	"УИК №264"	"УИК №265"	"УИК №266"	"УИК №267"	"УИК №268"	
1743	1780	2160	1766	1500	1666	1568	1739	1693	1613	1531	1580	1723	1715	1470	1509	1541	1525	1762	1879	
1500	1500	1700	1600	1300	1400	1400	1600	1500	1400	1400	1400	1500	1500	1300	1300	1400	1400	1600	1700	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1108	1219	1463	1171	1045	1099	790	1082	1200	1093	1066	1053	1042	1027	1037	989	1053	994	1053	1265	
29	39	54	37	47	59	8	17	30	24	12	22	17	12	13	10	26	10	28	18	
363	242	183	392	208	242	602	501	270	283	322	325	441	461	250	301	321	396	519	417	
29	39	54	37	47	59	8	17	30	24	12	22	17	12	13	10	26	10	28	18	
1108	1219	1462	1170	1045	1098	790	1082	1200	1093	1066	1053	1042	1027	1037	989	1053	994	1053	1265	
13	11	23	19	5	12	11	6	16	16	13	15	9	7	16	18	16	14	18	21	
1124	1247	1493	1188	1087	1145	787	1093	1214	1101	1065	1060	1050	1032	1034	981	1063	990	1063	1262	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	6	8	5	3	8	7	13	13	7	10	6	4	4	11	6	9	11	6	12	
149	155	174	140	126	133	109	136	153	150	136	116	122	113	133	117	141	124	137	198	
93	59	75	74	46	76	62	62	63	56	58	68	53	79	65	81	74	62	85	90	
847	986	1186	929	864	885	592	829	938	848	833	828	836	805	799	743	804	765	796	927	
9	18	20	13	13	13	3	21	15	20	8	17	20	11	9	15	12	10	14	14	
2	6	9	8	7	11	3	7	7	7	6	8	1	8	9	9	8	7	7	9	
4	9	9	7	10	7	2	11	13	8	8	13	7	8	3	3	4	3	11	8	
11	8	12	12	18	12	9	14	12	5	6	4	7	4	5	7	11	8	7	4	
