"УИК №2263"	"УИК №2264"	"УИК №2265"	"УИК №2266"	"УИК №2267"	"УИК №2268"	"УИК №2269"	"УИК №2270"	"УИК №2271"	"УИК №2272"	"УИК №2273"	"УИК №2274"	"УИК №2275"	"УИК №2276"	"УИК №2277"	"УИК №2278"	"УИК №2279"	"УИК №2280"	"УИК №2281"	"УИК №2282"	"УИК №2283"	"УИК №2284"	"УИК №2285"	"УИК №2286"	"УИК №2287"	"УИК №2288"	"УИК №2289"	"УИК №2290"	"УИК №2291"	"УИК №2292"	"УИК №2293"	"УИК №2294"	"УИК №2295"	
1465	1336	534	2165	748	318	439	824	338	549	685	304	498	219	352	270	496	1071	162	278	646	605	620	510	252	453	518	1075	2337	2170	2215	2093	2335	
1513	1364	500	2190	750	310	430	830	320	500	650	300	500	200	330	230	480	1075	150	270	640	610	620	510	240	450	530	1080	2380	2250	2300	2080	2400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1077	835	471	1842	676	272	307	662	299	388	636	295	418	197	301	192	393	869	143	231	591	533	508	402	207	409	429	950	1267	1013	2092	1204	1101	
21	28	15	41	18	15	43	56	8	26	14	0	20	3	22	38	30	33	7	39	20	27	62	70	19	17	38	34	252	467	50	154	190	
415	501	14	307	56	23	80	112	13	86	0	5	62	0	7	0	57	173	0	0	29	50	50	38	14	24	63	96	861	770	158	722	1109	
21	28	15	41	18	15	43	56	8	26	14	0	20	3	22	38	30	33	7	39	20	27	62	70	19	17	38	34	252	467	50	154	190	
1071	833	471	1842	676	272	307	662	299	388	636	295	418	197	301	192	393	868	143	231	591	533	508	402	207	409	429	948	1267	1013	2092	1204	1101	
10	4	0	24	7	1	0	0	0	4	3	0	9	0	1	0	5	0	0	2	0	0	8	1	0	6	0	15	16	0	0	0	0	
1082	857	486	1859	687	286	350	718	307	410	647	295	429	200	322	230	418	901	150	268	611	560	562	471	226	420	467	967	1503	1480	2142	1358	1291	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	6	5	9	2	2	5	7	0	2	4	1	2	0	2	0	3	3	1	2	4	2	2	1	1	4	4	4	52	9	21	12	11	
187	122	71	88	130	35	45	104	40	73	56	10	101	28	37	26	53	119	5	3	101	59	103	57	12	64	49	107	77	59	154	234	165	
48	48	24	37	19	6	9	32	8	27	21	4	9	4	8	6	19	64	3	5	11	24	28	17	3	26	23	36	32	44	81	64	75	
808	647	373	1661	513	235	281	559	257	292	559	277	302	163	266	188	330	662	140	256	481	469	419	387	209	323	384	797	1278	1302	1825	994	995	
17	12	2	20	7	4	5	5	1	6	0	1	5	4	9	7	8	30	1	1	7	2	3	2	0	1	2	7	23	30	29	14	11	
2	7	3	19	8	3	3	5	0	6	3	0	4	1	0	2	2	4	0	0	2	3	4	6	1	0	4	13	22	13	13	18	17	
9	7	2	15	5	0	1	2	0	2	0	1	1	0	0	1	1	11	0	1	1	1	2	0	0	1	1	2	10	8	11	15	3	
4	8	6	10	3	1	1	4	1	2	4	1	5	0	0	0	2	8	0	0	4	0	1	1	0	1	0	1	9	15	8	7	14	
