"УИК №1310"	"УИК №1311"	"УИК №1312"	"УИК №1313"	"УИК №1314"	"УИК №1315"	"УИК №1316"	"УИК №1317"	"УИК №1318"	"УИК №1319"	"УИК №1320"	"УИК №1321"	"УИК №1322"	"УИК №1323"	"УИК №1324"	"УИК №1325"	"УИК №1326"	"УИК №1327"	"УИК №1328"	"УИК №1329"	"УИК №1330"	"УИК №1331"	"УИК №1332"	"УИК №1333"	"УИК №1334"	"УИК №1335"	"УИК №1336"	"УИК №1337"	"УИК №1338"	"УИК №1339"	"УИК №1340"	"УИК №1341"	"УИК №1342"	"УИК №1343"	"УИК №1344"	"УИК №1345"	"УИК №1346"	"УИК №1347"	"УИК №1348"	"УИК №1349"	"УИК №1350"	"УИК №1351"	
1092	563	97	461	133	328	771	334	139	808	491	148	410	150	827	189	1213	576	850	340	184	597	447	249	423	1124	268	318	224	1137	214	310	921	484	380	765	714	980	1227	110	1200	74	
1075	571	112	464	131	344	818	342	144	815	496	149	423	154	846	195	1201	583	863	370	199	615	460	249	454	1142	267	324	224	1158	218	311	948	483	386	761	721	1004	1258	111	1210	75	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
772	489	79	407	112	285	627	252	134	674	438	129	364	144	741	158	1015	537	624	303	175	536	405	194	366	980	224	289	190	862	179	286	746	338	309	500	481	681	901	103	1080	66	
199	33	10	16	8	25	113	82	3	93	32	13	25	6	46	19	139	16	163	19	9	36	18	37	57	79	31	12	23	172	27	14	139	125	56	229	205	148	188	4	83	5	
104	49	23	41	11	34	78	8	7	48	26	7	34	4	59	18	47	30	76	48	15	43	37	18	31	83	12	23	11	124	12	11	63	20	21	32	35	175	169	4	47	4	
199	33	10	16	8	25	113	82	3	93	32	13	25	6	46	19	139	16	163	19	9	36	18	37	57	79	31	12	23	172	27	14	139	125	56	229	205	148	188	4	83	5	
772	489	79	407	112	285	627	252	134	674	438	129	364	144	741	158	1015	537	624	303	175	536	405	194	366	980	224	289	190	862	179	286	746	338	309	500	481	681	901	103	1080	66	
7	1	0	1	1	0	0	0	1	0	0	0	2	0	8	0	10	4	3	0	0	2	0	0	3	0	0	2	0	2	0	0	0	0	2	7	0	0	0	0	0	0	
964	521	89	422	119	310	740	334	136	767	470	142	387	150	779	177	1144	549	784	322	184	570	423	231	420	1059	255	299	213	1032	206	300	885	463	363	722	686	829	1089	107	1163	71	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	2	2	1	2	0	1	1	3	10	2	2	0	0	2	7	0	0	0	
43	14	2	25	9	23	34	7	0	36	25	2	22	7	23	11	67	18	39	16	5	40	12	4	20	71	11	12	18	5	9	29	10	23	27	44	40	23	58	11	62	3	
29	25	6	13	2	7	11	3	0	2	2	1	10	2	9	6	23	29	16	5	7	4	15	11	4	10	20	23	9	6	6	20	30	11	5	23	27	15	29	4	49	1	
882	467	81	379	107	279	695	324	136	729	443	139	347	141	740	158	1039	496	726	297	171	521	389	214	389	971	217	259	185	1014	188	240	805	422	327	649	611	781	977	92	1035	67	
3	2	0	2	1	1	0	0	0	0	0	0	3	0	1	1	5	3	2	2	1	1	2	2	3	0	5	2	0	2	1	3	10	2	0	1	5	2	13	0	6	0	
3	4	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1	0	0	0	1	1	0	1	0	0	1	0	2	1	1	10	1	2	1	1	3	3	0	5	0	
1	2	0	1	0	0	0	0	0	0	0	0	3	0	1	0	7	1	0	1	0	1	0	0	1	3	0	0	0	1	0	0	5	1	0	1	1	1	2	0	2	0	
1	1	0	2	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	0	0	1	2	0	0	2	1	0	1	1	0	4	5	1	0	3	1	2	0	0	4	0	
