"УИК №599"	"УИК №600"	"УИК №601"	"УИК №602"	"УИК №603"	"УИК №604"	"УИК №605"	"УИК №606"	"УИК №607"	"УИК №608"	"УИК №609"	"УИК №610"	"УИК №611"	"УИК №612"	"УИК №613"	"УИК №614"	"УИК №615"	"УИК №616"	"УИК №617"	"УИК №618"	"УИК №619"	"УИК №620"	"УИК №621"	"УИК №622"	"УИК №623"	"УИК №625"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №1026"	
1512	848	1120	1192	1442	1689	1552	1419	1541	1379	1852	934	1554	1563	1458	1563	1416	1811	1488	1473	496	855	1995	1852	457	449	562	1125	425	246	596	688	182	359	610	96	
1545	771	1128	1170	1452	1719	1588	1452	1579	1370	1835	923	1561	1554	1489	1568	1453	1853	1495	1463	492	843	1954	1867	468	459	588	1157	429	255	596	698	185	370	622	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
660	484	656	692	762	996	903	873	1028	752	889	393	806	745	819	898	809	948	913	819	242	444	1119	999	252	121	202	498	256	124	298	296	94	203	333	37	
92	28	50	33	25	31	61	43	38	46	85	70	68	48	33	53	50	80	42	68	36	93	96	70	72	110	112	145	35	50	103	132	21	39	84	59	
793	259	422	445	665	692	624	536	513	572	861	460	687	761	637	617	594	825	540	576	214	306	739	798	144	228	274	514	138	81	195	270	70	128	205	4	
92	28	50	33	25	31	61	43	38	46	85	70	68	48	33	53	50	80	42	68	36	93	96	70	72	110	112	145	35	50	103	132	21	39	84	59	
660	484	656	692	762	996	903	873	1028	752	889	393	806	745	819	898	809	948	913	819	242	444	1119	999	252	121	202	498	256	124	298	296	94	203	333	37	
4	6	12	8	12	21	9	10	13	11	13	7	13	8	15	11	8	6	10	9	4	7	23	13	3	3	1	2	3	0	0	2	0	1	1	1	
748	506	694	717	775	1006	955	906	1053	787	961	456	861	785	837	940	851	1022	945	878	274	530	1192	1056	321	228	313	641	288	174	401	426	115	241	416	95	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	1	6	9	6	5	5	4	9	6	10	2	2	9	9	4	8	8	10	11	4	4	7	17	3	1	2	2	2	0	5	6	0	1	4	1	
87	63	81	81	77	123	123	101	132	79	81	35	117	78	104	111	93	94	107	93	37	61	159	145	34	21	37	54	32	13	29	23	4	23	33	6	
86	52	65	64	97	122	84	69	91	61	104	53	61	102	62	93	81	118	99	75	26	61	84	63	43	28	37	70	24	17	25	35	14	25	35	12	
549	378	508	522	556	714	700	691	771	608	722	353	650	569	620	700	635	760	687	674	196	387	896	806	232	173	227	492	223	139	339	354	90	188	334	71	
12	10	14	12	21	26	18	18	21	14	26	6	16	12	15	20	11	19	17	12	4	9	19	19	4	3	4	15	2	4	0	4	2	2	6	2	
4	0	7	10	6	7	7	4	3	8	6	4	5	5	6	3	6	6	8	4	4	2	7	2	2	1	1	6	4	1	1	0	4	1	1	1	
4	2	6	7	8	4	7	12	6	4	5	2	7	3	10	5	10	8	6	4	1	1	11	4	1	0	3	1	1	0	1	3	1	0	2	1	
1	0	7	12	4	5	11	7	20	7	7	1	3	7	11	4	7	9	11	5	2	5	9	0	2	1	2	1	0	0	1	1	0	1	1	1	
