"УИК №304"	"УИК №305"	"УИК №306"	"УИК №307"	"УИК №308"	"УИК №309"	"УИК №310"	"УИК №311"	"УИК №312"	"УИК №313"	"УИК №314"	"УИК №315"	"УИК №316"	"УИК №317"	"УИК №318"	"УИК №319"	"УИК №320"	"УИК №321"	"УИК №322"	"УИК №323"	"УИК №324"	"УИК №325"	"УИК №326"	"УИК №327"	"УИК №328"	"УИК №329"	"УИК №330"	"УИК №331"	"УИК №332"	"УИК №333"	"УИК №334"	"УИК №335"	"УИК №336"	"УИК №337"	"УИК №338"	"УИК №339"	"УИК №340"	"УИК №341"	"УИК №342"	"УИК №343"	
2514	2495	941	1280	667	269	331	397	268	130	288	147	147	1511	1122	465	162	147	548	608	2169	553	632	219	764	340	834	817	202	183	698	219	570	655	483	118	129	301	150	320	
2217	2273	869	1179	594	241	336	340	256	181	338	139	131	1393	1039	425	156	136	504	534	1768	506	579	203	696	285	790	764	176	164	630	190	501	629	434	149	125	284	143	282	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1550	1416	534	758	361	90	202	223	120	79	211	71	77	808	567	199	79	78	319	364	1504	305	358	68	441	207	495	425	115	72	398	95	293	343	284	104	72	149	76	184	
93	70	26	41	66	39	49	57	68	38	47	33	18	77	73	79	21	15	56	62	27	36	26	38	69	53	21	106	18	23	25	12	66	35	19	14	19	38	24	37	
574	787	309	380	167	112	85	60	68	64	80	35	36	508	399	147	56	43	129	108	237	165	195	97	186	25	274	233	43	69	207	83	142	251	131	31	34	97	43	61	
93	70	26	41	66	39	49	57	68	38	47	33	18	77	73	79	21	15	56	62	27	36	26	38	69	53	21	106	18	23	25	12	66	35	19	14	19	38	24	37	
1548	1415	534	758	361	90	202	223	120	79	211	71	77	808	516	199	79	78	319	364	1504	305	358	68	441	207	495	425	115	72	398	95	293	343	284	104	72	149	76	184	
22	18	10	12	3	0	2	0	0	0	1	3	2	8	11	2	0	0	7	2	22	2	1	1	6	10	10	8	1	1	4	1	2	3	0	1	0	0	0	1	
1619	1467	550	787	424	129	249	280	188	117	257	101	93	877	578	276	100	93	368	424	1509	339	383	105	504	250	506	523	132	94	419	106	357	375	303	117	91	187	100	220	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

17	7	5	8	1	3	0	1	2	0	1	0	0	2	2	1	0	0	3	2	9	5	2	0	1	4	0	7	1	0	1	0	0	1	2	0	0	1	2	3	
253	172	72	109	53	12	38	21	27	13	20	16	13	99	94	34	6	15	52	54	164	39	39	12	59	15	51	60	7	10	32	9	34	27	21	22	9	16	11	18	
129	118	51	72	48	15	28	34	6	21	41	9	12	103	62	21	9	1	47	36	201	21	31	5	51	25	39	44	23	9	22	9	27	54	36	9	12	19	6	42	
1176	1130	414	575	312	97	180	222	152	81	189	74	65	658	407	211	82	77	256	324	1086	263	308	87	380	191	400	404	98	75	359	87	292	288	242	82	68	148	76	153	
16	15	3	14	3	1	1	1	0	2	3	0	2	5	6	2	1	0	4	2	17	3	2	0	5	7	8	4	2	0	3	0	1	2	0	0	0	1	2	0	
13	13	2	5	5	0	0	1	0	0	1	2	0	3	3	4	2	0	4	4	14	4	0	1	1	2	2	0	1	0	2	1	1	2	1	3	1	1	1	1	
6	10	2	1	1	0	1	0	1	0	1	0	0	6	3	1	0	0	1	0	12	3	1	0	5	3	3	4	0	0	0	0	2	1	1	1	1	1	2	2	
9	2	1	3	1	1	1	0	0	0	1	0	1	1	1	2	0	0	1	2	6	1	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	
