"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	"УИК №234"	"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №239"	"УИК №240"	"УИК №241"	"УИК №242"	"УИК №243"	
1132	1048	1243	1579	1860	1309	1728	1260	1688	1593	1917	1030	1307	1390	1050	1108	1693	1112	994	1578	1515	
1100	1000	1200	1600	1900	1200	1700	1200	1700	1600	1900	1000	1300	1400	1000	1000	1600	1100	1000	1600	1500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
579	507	607	675	850	548	893	553	790	639	910	425	586	563	479	462	834	396	395	799	617	
72	91	70	97	134	93	117	156	90	112	129	124	131	88	94	140	159	101	114	108	139	
449	402	523	828	916	559	690	491	820	849	861	451	583	749	427	398	607	603	491	693	744	
72	91	70	97	134	93	117	156	90	112	129	124	131	88	94	140	159	101	114	108	139	
579	507	607	675	850	548	893	553	790	639	910	425	586	563	479	462	834	396	395	799	617	
8	4	12	8	9	3	10	5	20	12	11	7	5	8	7	4	13	7	9	14	7	
643	594	665	764	975	638	1000	704	860	739	1028	542	712	643	566	598	980	490	500	893	749	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	2	4	5	12	16	13	11	6	7	6	6	7	8	14	6	8	3	4	7	8	
114	105	123	124	192	111	185	140	111	126	194	99	93	97	89	70	172	62	62	146	100	
58	52	53	77	110	53	85	66	88	76	101	52	87	56	48	59	71	53	45	78	81	
447	405	467	536	641	437	676	467	616	505	679	368	510	461	396	444	698	358	373	635	533	
7	12	2	9	4	6	14	10	11	8	21	2	4	12	9	6	8	8	7	12	13	
3	8	7	1	6	2	9	3	15	7	12	3	7	4	5	6	13	2	1	9	4	
6	7	2	7	5	7	6	4	5	3	11	8	1	4	3	3	3	1	2	3	7	
3	3	7	5	5	6	12	3	8	7	4	4	3	1	2	4	7	3	6	3	3	
