"УИК №932"	"УИК №933"	"УИК №934"	"УИК №935"	"УИК №936"	"УИК №937"	"УИК №938"	"УИК №939"	"УИК №940"	"УИК №941"	"УИК №942"	"УИК №943"	"УИК №944"	"УИК №945"	"УИК №946"	"УИК №947"	"УИК №948"	"УИК №949"	"УИК №950"	"УИК №951"	"УИК №952"	"УИК №953"	"УИК №954"	"УИК №955"	"УИК №956"	"УИК №957"	"УИК №958"	"УИК №959"	"УИК №960"	"УИК №961"	"УИК №962"	"УИК №963"	"УИК №964"	"УИК №965"	"УИК №966"	"УИК №967"	"УИК №968"	"УИК №969"	"УИК №971"	"УИК №972"	"УИК №973"	"УИК №974"	"УИК №975"	"УИК №976"	"УИК №977"	"УИК №978"	"УИК №979"	"УИК №980"	"УИК №981"	"УИК №982"	
189	165	155	1110	163	199	184	174	916	272	391	306	1171	337	452	792	595	181	329	741	178	427	302	504	147	507	1248	751	344	195	156	486	551	1305	761	695	494	134	283	599	249	198	120	458	1087	187	312	269	280	99	
210	185	155	1175	175	205	210	180	980	275	395	315	1190	355	450	810	610	185	350	760	180	455	320	525	155	525	1285	760	375	200	175	505	600	1360	755	715	515	140	300	625	325	215	130	475	1170	190	345	285	275	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
128	111	102	682	115	140	124	118	547	172	212	195	668	217	301	553	416	108	206	494	105	285	202	284	78	329	722	516	226	126	106	350	444	819	485	468	360	88	182	435	191	141	84	295	625	129	250	164	143	59	
6	5	15	60	10	10	5	5	34	4	54	24	44	38	33	65	23	24	30	23	45	37	11	29	26	15	84	23	24	16	13	9	15	21	15	39	31	17	40	46	24	20	6	28	104	14	14	37	43	8	
76	69	38	433	50	55	81	57	399	99	129	96	478	100	116	192	171	53	114	243	30	133	107	212	51	181	479	221	125	58	56	146	141	520	255	208	124	35	78	144	110	54	40	152	441	47	81	84	89	33	
6	5	15	60	10	10	5	5	34	4	54	24	44	38	33	65	23	24	30	23	45	37	11	29	26	15	84	23	24	16	13	9	15	21	15	39	31	17	40	46	24	20	6	28	104	14	14	37	43	8	
128	111	102	682	115	140	124	118	547	172	212	195	668	217	301	553	416	108	206	494	105	285	202	284	78	329	722	516	226	126	106	350	444	819	485	468	360	88	182	435	191	141	84	295	625	129	250	164	143	59	
0	3	0	7	0	1	0	0	2	2	1	5	5	2	3	3	4	0	2	6	0	3	1	4	0	6	2	0	4	1	0	1	3	8	3	3	5	0	1	2	1	0	0	0	10	0	1	2	3	2	
134	113	117	735	125	149	129	123	579	174	265	214	707	253	331	615	435	132	234	511	150	319	212	309	104	338	804	539	246	141	119	358	456	832	497	504	386	105	221	479	214	161	90	323	719	143	263	199	183	65	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	0	1	1	0	1	0	1	3	1	0	2	3	1	1	6	4	1	1	2	0	4	3	1	0	4	5	2	1	0	1	2	1	4	2	4	3	0	0	4	1	1	0	1	4	0	3	0	0	0	
14	12	4	80	6	18	10	11	80	23	8	11	49	17	34	48	56	17	19	72	13	28	18	12	4	38	74	28	33	18	12	47	59	112	46	30	40	6	28	68	14	8	5	47	72	9	23	8	4	5	
17	10	7	40	11	14	7	13	56	14	13	17	69	17	20	48	44	16	13	32	17	14	19	16	6	38	55	33	31	11	10	37	36	66	47	26	34	5	13	38	30	7	19	14	66	14	22	17	21	3	
97	90	104	605	108	115	111	95	431	131	241	183	571	217	271	500	316	97	199	393	119	272	170	276	92	255	653	473	177	110	95	260	349	627	393	437	300	92	179	363	169	143	65	256	569	118	212	172	155	55	
0	1	1	2	0	0	1	2	4	4	0	0	7	0	1	7	7	0	1	3	1	0	2	2	2	0	9	2	3	2	0	5	4	7	2	2	5	0	0	2	0	1	0	2	1	0	0	1	2	0	
3	0	0	5	0	1	0	0	2	1	0	0	6	1	3	1	2	1	1	5	0	1	0	0	0	2	7	0	0	0	0	1	3	8	1	4	1	1	1	4	0	1	0	1	6	1	3	0	0	1	
1	0	0	2	0	0	0	0	1	0	0	0	0	0	1	2	2	0	0	2	0	0	0	2	0	1	0	1	1	0	1	4	4	3	2	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	
0	0	0	0	0	0	0	1	2	0	3	1	2	0	0	3	4	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	5	4	0	2	1	0	0	0	0	1	1	0	1	0	1	0	0	
