"УИК №688"	"УИК №689"	"УИК №690"	"УИК №691"	"УИК №692"	"УИК №693"	"УИК №694"	"УИК №695"	"УИК №696"	"УИК №697"	"УИК №698"	"УИК №699"	"УИК №700"	"УИК №701"	"УИК №702"	"УИК №703"	"УИК №704"	"УИК №705"	"УИК №706"	"УИК №707"	"УИК №708"	"УИК №709"	"УИК №710"	"УИК №711"	"УИК №712"	"УИК №713"	"УИК №714"	"УИК №715"	"УИК №716"	"УИК №717"	"УИК №718"	"УИК №719"	"УИК №720"	"УИК №721"	"УИК №722"	"УИК №723"	"УИК №724"	"УИК №725"	"УИК №726"	"УИК №727"	"УИК №728"	"УИК №729"	"УИК №730"	"УИК №731"	"УИК №732"	"УИК №733"	"УИК №734"	"УИК №735"	"УИК №736"	"УИК №737"	"УИК №738"	"УИК №739"	"УИК №740"	
1686	1730	2158	2233	2295	2487	2720	2451	2416	2522	2221	2723	2509	2700	2527	2207	2435	2815	2038	2063	1818	2368	2513	2548	2623	2069	2640	2516	2339	2317	1686	2302	2471	1918	2488	2326	2005	2681	2457	2652	2807	2285	2111	2676	2638	2416	2499	2537	2815	2610	496	820	960	
1600	1700	1800	2100	2200	2300	2600	2400	2400	2400	2100	2700	2500	2600	2400	2100	2300	2700	2000	1900	1700	2300	2400	2500	2400	2000	2600	2300	2200	2200	1700	2300	2400	1900	2300	2300	2000	2500	2400	2500	2600	2100	2100	2500	2600	2300	2200	2400	2600	2500	500	700	800	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
997	1029	1207	1263	1367	1470	1683	1426	1470	1487	1267	1613	1536	1642	1506	1340	1443	1625	1181	1271	1073	1357	1400	1495	1438	1220	1542	1364	1341	1324	956	1442	1410	1098	1456	1303	1205	1575	1479	1558	1641	1443	1189	1614	1452	1522	1372	1394	1591	1380	296	496	617	
11	5	45	53	51	43	48	39	55	25	43	38	26	40	57	44	28	24	36	49	35	59	47	51	61	37	36	67	67	50	39	37	36	34	73	23	49	33	40	54	25	33	30	27	54	20	37	63	79	49	16	3	5	
592	666	548	784	782	787	869	935	875	888	790	1049	938	918	837	716	829	1051	783	580	592	884	953	954	901	743	1022	869	792	826	705	821	954	768	771	974	746	892	881	888	934	624	881	859	1094	758	791	943	930	1071	188	201	178	
11	5	45	53	51	43	48	39	55	25	43	38	26	40	57	44	28	24	36	49	35	59	47	51	61	37	36	67	67	50	39	37	36	34	73	23	49	33	40	54	25	33	30	27	54	20	37	63	79	49	16	3	5	
992	1028	1206	1263	1363	1470	1683	1425	1463	1486	1266	1610	1535	1634	1505	1339	1440	1624	1181	1269	1071	1353	1400	1493	1438	1220	1540	1364	1339	1322	955	1442	1407	1096	1455	1303	1200	1571	1477	1556	1641	1443	1188	1610	1452	1520	1372	1393	1579	1379	296	495	617	
9	16	13	14	9	16	19	21	10	18	15	26	17	20	28	17	23	20	11	14	18	19	15	25	11	16	15	14	19	17	11	23	7	15	22	15	13	21	12	23	14	189	21	16	13	22	15	11	12	18	5	5	5	
994	1017	1238	1302	1405	1497	1712	1443	1508	1493	1294	1622	1544	1654	1534	1366	1445	1628	1206	1304	1088	1393	1432	1519	1488	1241	1561	1417	1387	1355	983	1456	1436	1115	1506	1311	1236	1583	1505	1587	1652	1287	1197	1621	1493	1518	1394	1445	1646	1410	307	493	617	
