"УИК №842"	"УИК №843"	"УИК №844"	"УИК №845"	"УИК №846"	"УИК №847"	"УИК №848"	"УИК №849"	"УИК №850"	"УИК №851"	"УИК №852"	"УИК №853"	"УИК №854"	"УИК №855"	"УИК №856"	"УИК №857"	"УИК №858"	"УИК №859"	"УИК №860"	"УИК №861"	"УИК №862"	"УИК №863"	"УИК №864"	"УИК №865"	"УИК №866"	"УИК №867"	"УИК №868"	"УИК №869"	"УИК №870"	"УИК №871"	
727	426	28	83	395	105	523	433	1247	1059	94	141	523	1033	734	561	148	677	96	17	36	59	196	167	166	237	148	310	206	41	
734	440	23	82	407	105	541	433	1272	1087	97	150	538	1058	747	561	153	682	98	17	36	60	192	169	165	237	158	321	206	41	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
708	426	20	80	395	93	514	410	1197	1020	89	141	504	999	703	534	126	637	68	15	34	59	192	145	156	230	141	304	201	37	
7	0	0	0	0	0	0	0	6	10	0	0	0	3	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	
19	14	3	2	12	12	27	23	69	57	8	9	34	56	42	27	27	33	30	2	2	1	0	24	9	7	17	17	5	4	
7	0	0	0	0	0	0	0	6	10	0	0	0	3	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	
708	426	20	80	394	93	514	410	1197	1020	89	141	504	999	703	534	126	637	68	15	34	59	192	145	156	230	141	304	201	37	
1	0	1	0	2	0	0	3	4	0	0	2	0	2	0	0	0	0	0	0	2	0	7	6	0	0	0	0	0	0	
714	426	19	80	392	93	514	407	1199	1030	89	139	504	1000	705	534	126	649	68	15	32	59	185	139	156	230	141	304	201	37	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	3	2	1	1	4	4	3	22	8	0	0	9	49	7	5	0	12	6	0	0	4	0	4	2	5	2	3	3	2	
0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
695	422	17	79	389	89	510	404	1175	1020	87	139	495	947	698	529	124	637	62	14	32	55	185	135	154	225	137	301	198	35	
0	1	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
