"УИК №161"	"УИК №162"	"УИК №163"	"УИК №164"	"УИК №165"	"УИК №166"	"УИК №167"	"УИК №168"	"УИК №169"	"УИК №170"	"УИК №171"	"УИК №172"	"УИК №173"	"УИК №174"	"УИК №175"	"УИК №176"	"УИК №177"	"УИК №178"	"УИК №179"	"УИК №180"	"УИК №181"	"УИК №182"	"УИК №183"	"УИК №184"	"УИК №185"	"УИК №186"	"УИК №187"	
385	89	372	322	242	117	571	2119	477	80	501	264	557	123	308	137	400	384	67	104	720	51	151	134	126	192	147	
400	90	360	300	230	120	500	2000	500	80	520	280	520	123	300	130	400	350	60	100	740	50	150	140	130	190	150	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
237	53	242	205	137	58	332	1178	294	40	395	175	338	111	162	98	206	277	58	61	369	40	101	106	93	124	82	
57	8	12	15	20	14	35	66	12	5	16	39	25	9	22	14	27	15	2	12	55	4	10	1	7	17	36	
106	29	106	80	73	48	133	756	194	35	109	66	157	3	116	18	167	58	0	27	316	6	39	33	30	49	32	
57	8	12	15	20	14	35	66	12	5	16	39	25	9	22	14	27	15	2	12	55	4	10	1	7	17	36	
237	53	242	205	137	58	332	1178	294	40	395	175	338	111	162	98	206	277	58	61	369	40	101	106	93	124	82	
5	0	1	2	0	0	4	13	1	0	2	0	3	1	1	0	0	3	0	0	3	1	0	0	1	1	0	
289	61	253	218	157	72	363	1231	305	45	409	214	360	119	183	112	233	289	60	73	421	43	111	107	99	140	118	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	0	1	0	0	0	1	6	1	0	1	2	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	
36	9	20	17	17	4	44	175	38	1	32	9	9	17	11	27	16	23	1	5	38	2	8	5	12	26	18	
18	1	17	2	9	3	11	57	15	2	17	4	8	1	5	2	1	3	1	7	24	0	1	2	3	3	4	
227	51	209	193	129	61	297	952	242	41	355	196	336	99	164	82	212	252	55	61	348	41	100	93	82	111	93	
0	0	1	3	2	3	4	20	7	0	2	3	4	0	2	1	2	4	0	0	6	0	0	1	2	0	1	
3	0	4	3	0	1	4	2	2	0	0	0	2	1	0	0	1	2	0	0	2	0	1	1	0	0	2	
0	0	1	0	0	0	1	11	0	1	2	0	1	1	0	0	0	4	3	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	1	0	0	0	
