"УИК №857"	"УИК №858"	"УИК №859"	"УИК №860"	"УИК №861"	"УИК №862"	"УИК №863"	"УИК №864"	"УИК №865"	"УИК №866"	"УИК №867"	"УИК №868"	"УИК №869"	"УИК №870"	"УИК №871"	"УИК №872"	"УИК №873"	"УИК №874"	"УИК №875"	"УИК №876"	"УИК №877"	"УИК №878"	"УИК №879"	"УИК №880"	"УИК №881"	"УИК №882"	"УИК №883"	"УИК №884"	"УИК №885"	"УИК №886"	
846	1105	795	938	300	344	686	390	523	272	351	678	874	605	409	350	923	541	508	411	308	1135	377	599	425	217	591	594	823	712	
800	1100	840	920	300	340	660	370	530	290	320	650	900	600	380	340	900	490	490	370	310	1100	340	560	400	200	590	560	800	700	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
539	881	595	688	194	268	419	182	388	136	233	392	615	406	214	180	725	358	212	283	187	801	135	287	216	128	355	484	686	524	
109	37	50	65	63	11	114	96	29	84	20	152	165	90	112	89	97	80	140	76	81	86	168	143	91	66	46	46	8	8	
152	182	195	167	43	61	127	92	113	70	67	106	120	104	54	71	78	52	138	11	42	213	37	130	93	6	189	30	106	168	
109	37	50	65	63	11	114	96	29	84	20	152	165	90	112	89	97	80	140	76	81	86	168	143	91	66	46	46	8	8	
539	881	595	688	194	268	419	182	388	136	233	392	615	406	214	180	725	358	212	283	187	801	135	287	216	128	355	484	686	524	
4	5	7	5	0	2	0	0	1	0	0	2	3	3	1	2	4	3	0	0	2	5	2	5	0	0	2	0	1	4	
644	913	638	748	257	277	533	278	416	220	253	542	777	493	325	267	818	435	352	359	266	882	301	425	307	194	399	530	693	528	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	8	7	3	2	2	2	1	2	1	4	3	3	4	0	1	6	3	1	1	4	5	0	2	1	0	4	2	3	7	
106	110	103	122	35	19	47	21	18	15	32	55	99	72	39	30	51	36	29	39	12	82	31	31	47	20	30	33	96	44	
50	41	44	41	12	22	40	15	16	9	28	42	57	23	17	13	57	26	21	17	9	50	13	30	10	10	20	35	84	56	
471	726	472	567	206	227	438	240	372	193	184	426	608	385	260	212	657	361	296	296	236	730	247	355	240	162	340	456	493	392	
4	11	5	0	1	3	0	0	2	1	0	6	6	5	4	4	10	2	0	4	0	6	3	4	4	2	1	2	9	17	
2	6	3	7	0	2	1	0	2	1	5	4	1	2	2	1	25	5	3	1	2	6	4	0	2	0	3	1	4	3	
3	4	2	4	0	1	5	1	3	0	0	4	2	2	2	0	8	0	2	1	2	2	0	1	0	0	0	0	2	2	
2	7	2	4	1	1	0	0	1	0	0	2	1	0	1	6	4	2	0	0	1	1	3	2	3	0	1	1	2	7	
