"УИК №2501"	"УИК №2502"	"УИК №2503"	"УИК №2504"	"УИК №2505"	"УИК №2506"	"УИК №2507"	"УИК №2508"	"УИК №2509"	"УИК №2510"	"УИК №2511"	"УИК №2512"	"УИК №2513"	"УИК №2514"	"УИК №2515"	"УИК №2516"	"УИК №2517"	"УИК №2518"	"УИК №2519"	"УИК №2520"	"УИК №2521"	"УИК №2522"	"УИК №2523"	"УИК №2524"	"УИК №2525"	"УИК №2526"	"УИК №2527"	"УИК №2528"	
808	1041	1373	989	1309	1000	1231	768	539	191	412	513	508	282	432	568	622	230	610	114	365	369	227	508	682	1043	392	619	
800	1050	1400	950	1300	1000	1200	780	650	200	420	550	520	300	470	580	700	250	610	120	370	380	230	500	700	1080	400	630	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
463	583	760	419	692	549	801	440	357	106	295	386	293	163	307	316	298	91	369	78	254	241	187	316	324	623	271	320	
128	117	112	255	166	148	191	101	99	47	60	69	115	83	63	168	236	123	150	20	69	92	21	62	112	131	67	92	
209	350	528	276	442	303	208	239	194	47	65	95	112	54	100	96	166	36	91	22	47	47	22	122	264	326	62	218	
128	117	112	254	166	148	191	101	99	47	60	69	115	83	63	168	236	123	150	20	69	92	21	62	112	131	67	92	
463	583	759	418	692	549	801	440	357	106	295	386	293	163	307	316	298	91	368	78	254	241	187	316	324	623	271	319	
9	14	11	3	11	10	16	3	4	0	0	5	1	0	4	3	4	0	4	1	2	1	0	4	3	12	3	3	
582	686	860	669	847	687	976	538	452	153	355	450	407	246	366	481	530	214	514	97	321	332	208	374	433	742	335	408	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	7	4	9	3	5	1	2	1	1	0	0	1	3	1	10	4	1	0	2	0	3	5	3	3	3	1	0	
70	78	113	70	105	70	72	31	39	9	30	25	23	15	42	41	29	6	28	2	29	19	26	39	37	69	13	39	
38	49	51	46	62	48	67	39	38	8	15	26	17	3	36	22	31	8	18	4	15	15	13	28	39	58	22	36	
453	543	673	530	654	545	823	461	366	132	308	393	362	223	280	404	456	180	456	88	271	295	163	290	347	605	290	326	
3	2	7	4	5	4	5	1	6	2	0	2	2	1	0	3	3	19	5	1	1	0	0	2	7	3	2	2	
4	4	9	7	11	10	7	0	1	1	0	2	2	1	2	0	4	0	4	0	2	0	1	5	0	1	6	2	
3	0	0	2	4	5	1	1	0	0	0	1	0	0	5	1	2	0	1	0	2	0	0	3	0	3	1	3	
5	3	3	1	3	0	0	3	1	0	2	1	0	0	0	0	1	0	2	0	1	0	0	4	0	0	0	0	
