"УИК №1301"	"УИК №1302"	"УИК №1303"	"УИК №1304"	"УИК №1305"	"УИК №1306"	"УИК №1307"	"УИК №1308"	"УИК №1309"	"УИК №1310"	"УИК №1311"	"УИК №1312"	"УИК №1313"	"УИК №1314"	"УИК №1315"	"УИК №1316"	"УИК №1317"	"УИК №1318"	"УИК №1319"	"УИК №1320"	"УИК №1321"	"УИК №1322"	"УИК №1323"	"УИК №1324"	"УИК №1325"	"УИК №1326"	"УИК №1327"	"УИК №1328"	"УИК №1329"	"УИК №1330"	"УИК №1331"	"УИК №1332"	"УИК №1333"	"УИК №1334"	
543	153	533	241	421	719	298	1226	890	345	383	338	289	460	417	100	2639	1824	1714	290	208	175	359	114	216	162	200	562	1313	300	201	326	695	117	
551	153	527	241	419	721	301	1232	918	339	383	344	285	468	418	100	2567	1770	1652	289	209	181	351	144	216	165	216	562	1305	302	203	326	699	117	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
459	150	468	234	365	504	268	696	680	296	340	231	233	335	402	81	1661	1091	965	186	182	154	310	99	207	150	192	524	1124	271	172	280	618	87	
41	0	40	0	23	182	17	109	123	38	31	62	37	70	11	17	95	38	90	67	6	21	13	15	0	2	8	29	58	5	12	34	41	20	
51	3	19	7	31	35	16	427	115	5	12	51	15	63	5	2	811	641	597	36	21	6	28	30	9	13	16	9	123	26	19	12	40	10	
41	0	40	0	23	182	17	109	123	38	31	62	37	70	11	17	95	38	90	67	6	21	13	15	0	2	8	29	58	5	12	34	41	20	
459	150	468	234	365	504	268	696	680	296	340	231	233	335	402	81	1661	1091	965	186	182	154	310	99	207	150	192	524	1124	271	172	280	618	87	
0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	14	18	16	3	0	0	0	0	0	0	0	1	0	5	0	0	0	0	
500	150	508	234	388	686	285	794	800	334	371	293	270	405	413	98	1742	1111	1039	250	188	175	323	114	207	152	200	552	1182	271	184	314	659	107	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	3	1	0	0	0	0	9	3	0	1	0	0	3	0	0	8	5	10	0	0	0	3	1	0	0	1	1	2	3	0	0	2	2	
89	2	18	3	13	24	6	60	25	1	9	9	4	18	3	1	191	128	126	28	7	5	9	9	12	4	8	12	41	19	5	9	19	6	
19	12	16	9	14	19	8	68	30	7	24	11	9	19	23	5	192	174	123	34	10	2	15	10	24	9	10	2	51	63	12	10	21	9	
387	130	469	222	359	640	271	635	731	326	332	272	257	357	387	92	1294	774	757	183	169	168	291	92	171	138	180	535	1075	178	166	290	608	90	
2	0	1	0	1	2	0	8	6	0	2	0	0	4	0	0	23	8	11	3	0	0	2	0	0	1	0	1	2	3	0	2	5	0	
1	3	0	0	1	1	0	4	2	0	2	1	0	1	0	0	16	12	4	0	2	0	2	1	0	0	0	1	4	1	1	3	3	0	
0	0	2	0	0	0	0	4	1	0	1	0	0	3	0	0	13	4	5	1	0	0	0	1	0	0	1	0	6	3	0	0	1	0	
1	0	1	0	0	0	0	6	2	0	0	0	0	0	0	0	5	6	3	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	
