"УИК №350"	"УИК №351"	"УИК №352"	"УИК №353"	"УИК №354"	"УИК №355"	"УИК №356"	"УИК №357"	"УИК №358"	"УИК №359"	"УИК №360"	"УИК №361"	"УИК №362"	"УИК №363"	"УИК №364"	"УИК №365"	"УИК №366"	"УИК №367"	"УИК №368"	"УИК №369"	"УИК №370"	"УИК №371"	"УИК №372"	"УИК №373"	"УИК №374"	"УИК №375"	"УИК №376"	"УИК №377"	"УИК №378"	"УИК №379"	"УИК №380"	"УИК №381"	"УИК №382"	"УИК №383"	"УИК №384"	
1160	1035	1375	1719	252	304	343	79	332	325	117	450	160	220	106	384	73	206	585	352	521	210	308	300	344	198	150	335	184	400	305	439	98	593	325	
1160	960	1300	1650	240	290	335	70	315	310	110	427	150	210	95	370	69	195	555	335	490	200	295	285	325	185	145	320	170	380	290	420	95	560	310	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
945	573	743	965	168	178	208	42	226	219	79	336	109	126	53	270	38	111	315	214	357	88	186	185	190	146	67	192	80	264	138	278	65	464	223	
165	115	170	172	54	101	101	25	88	78	27	57	20	64	32	77	28	76	178	106	114	80	80	91	120	30	68	127	90	100	142	135	28	90	87	
50	272	387	513	18	11	26	3	1	13	4	34	21	20	10	23	3	8	62	15	19	32	29	9	15	9	10	1	0	16	10	7	2	6	0	
165	115	170	172	54	101	101	25	88	78	27	57	20	64	32	77	28	76	178	106	114	80	80	91	120	30	68	127	90	100	142	135	28	90	87	
945	573	743	965	168	178	208	42	226	219	79	336	109	126	53	270	38	111	315	214	357	88	186	185	190	146	67	192	80	264	138	278	65	464	223	
7	5	9	6	0	0	4	0	3	0	0	4	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
1103	683	904	1131	222	279	305	67	311	297	106	389	125	190	85	346	66	187	493	319	471	168	266	276	310	176	135	319	170	364	280	413	93	552	310	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	4	4	11	1	1	0	0	2	2	1	2	0	1	0	3	0	1	5	0	1	0	1	1	1	0	0	0	0	1	0	2	0	0	0	
76	57	85	81	7	17	18	2	18	3	5	5	5	12	3	16	1	8	32	12	6	1	12	8	4	3	6	4	7	20	3	3	3	9	2	
40	49	40	83	2	4	17	3	8	2	3	13	6	2	3	11	3	4	25	7	5	6	12	8	3	10	7	3	6	15	4	3	4	8	6	
965	563	761	932	212	253	267	62	278	285	97	365	110	175	78	311	61	174	426	299	458	160	239	255	299	163	122	312	153	327	272	403	86	527	302	
9	5	1	8	0	1	1	0	0	0	0	1	2	0	0	1	1	0	4	1	1	0	1	2	2	0	0	0	1	1	1	0	0	0	0	
4	2	6	9	0	2	2	0	3	2	0	3	1	0	0	4	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	2	0	4	0	
2	0	5	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	3	0	
0	3	2	6	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
