"УИК №222"	"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	"УИК №234"	"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №239"	"УИК №240"	"УИК №241"	"УИК №242"	"УИК №243"	"УИК №244"	"УИК №245"	"УИК №246"	"УИК №247"	"УИК №248"	"УИК №249"	"УИК №250"	"УИК №251"	"УИК №252"	"УИК №253"	"УИК №254"	"УИК №255"	"УИК №256"	"УИК №257"	"УИК №258"	"УИК №259"	"УИК №260"	"УИК №261"	"УИК №262"	"УИК №263"	"УИК №264"	"УИК №265"	
618	179	599	177	121	254	92	268	700	645	198	402	489	657	488	337	316	240	465	145	822	1043	855	112	504	148	192	237	366	312	1117	251	224	252	213	366	202	90	127	297	68	84	494	136	
625	180	580	170	125	260	90	265	700	650	190	390	490	680	480	320	315	230	450	140	800	975	860	110	470	140	180	240	370	320	1120	250	220	230	220	360	200	90	120	310	61	84	510	130	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
363	83	409	89	71	186	77	208	396	368	120	198	258	393	329	231	171	124	276	82	470	639	562	48	333	95	98	135	257	200	610	117	156	152	107	255	136	46	79	206	39	45	355	104	
58	25	23	43	19	19	5	13	73	41	17	20	38	72	23	26	31	26	78	37	27	74	40	22	37	17	23	37	31	27	50	37	13	24	15	29	42	20	15	34	15	23	49	5	
204	72	148	38	35	55	8	44	231	241	53	172	194	215	128	63	113	80	96	21	303	262	258	40	100	28	59	68	82	93	460	96	51	54	98	76	22	24	26	70	7	16	106	21	
58	25	23	43	19	19	5	13	73	41	17	20	38	72	23	26	31	26	78	37	27	74	40	22	37	17	23	37	31	27	50	37	13	24	15	29	42	20	15	34	15	23	49	5	
363	83	409	89	71	186	77	208	396	368	120	198	258	393	329	231	171	124	276	82	470	639	562	48	333	95	98	135	257	200	610	117	156	152	107	255	136	46	79	206	39	45	355	104	
13	0	8	1	0	0	0	0	6	0	2	2	1	3	7	4	2	0	2	0	2	9	8	0	4	0	2	1	3	4	6	2	0	1	1	5	1	2	1	3	0	0	5	3	
408	108	424	131	90	205	82	221	463	409	135	216	295	462	345	253	200	150	352	119	495	704	594	70	366	112	119	171	285	223	654	152	169	175	121	279	177	64	93	237	54	68	399	106	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	1	2	1	0	0	0	0	3	0	0	1	1	6	1	1	2	0	2	0	2	4	4	0	0	1	1	3	0	4	3	1	0	0	1	1	3	0	4	0	0	1	2	0	
91	29	87	19	11	14	7	16	79	121	15	35	45	57	66	25	36	25	50	12	113	152	144	4	70	9	8	2	27	57	116	14	9	19	33	46	18	3	9	19	3	3	31	14	
31	13	40	9	7	8	1	16	28	17	12	14	20	37	32	32	15	20	31	7	50	25	29	3	33	4	2	13	5	14	73	14	19	14	12	19	15	2	16	7	3	5	30	5	
273	62	284	99	72	180	74	188	340	262	106	163	219	355	235	192	142	104	261	98	319	502	403	58	256	98	108	149	248	142	445	121	140	141	68	213	139	58	63	210	48	59	329	86	
2	1	2	0	0	2	0	0	3	2	1	2	6	1	6	1	2	0	3	2	2	7	9	0	2	0	0	0	3	1	7	1	1	0	2	0	1	1	0	0	0	0	2	0	
5	1	4	3	0	0	0	1	8	3	0	1	3	3	2	1	3	1	4	0	5	9	2	2	4	0	0	1	1	3	4	0	0	0	5	0	1	0	1	0	0	0	3	1	
1	1	4	0	0	1	0	0	2	2	0	0	1	3	1	0	0	0	1	0	3	3	3	3	1	0	0	2	1	2	4	1	0	0	0	0	0	0	0	1	0	0	1	0	
0	0	1	0	0	0	0	0	0	2	1	0	0	0	2	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	
