"УИК №1117"	"УИК №1119"	"УИК №1120"	"УИК №1121"	"УИК №1123"	"УИК №1125"	"УИК №1126"	"УИК №1127"	"УИК №1130"	"УИК №1131"	"УИК №1132"	"УИК №1133"	"УИК №1134"	"УИК №1135"	"УИК №1136"	"УИК №1137"	"УИК №1138"	"УИК №1139"	"УИК №1140"	"УИК №1141"	"УИК №1142"	"УИК №1143"	"УИК №1144"	"УИК №1145"	"УИК №1146"	"УИК №1147"	"УИК №1148"	"УИК №1149"	"УИК №1150"	"УИК №1151"	"УИК №1152"	
460	380	161	962	632	711	194	909	319	496	132	108	545	271	279	262	551	262	206	117	445	143	155	1147	909	758	769	1313	683	628	1052	
450	350	140	950	600	700	180	850	300	500	120	100	500	250	280	250	550	250	200	100	400	130	130	1050	850	700	750	1200	650	600	1000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
208	239	109	496	394	358	91	471	112	282	72	65	278	162	180	152	304	158	134	82	272	88	96	672	495	403	420	669	361	325	718	
86	42	8	161	64	50	40	123	86	35	12	4	65	27	20	39	108	13	22	5	40	16	15	61	25	36	22	30	18	22	48	
156	69	23	293	142	292	49	256	102	183	36	31	157	61	80	59	138	79	44	13	88	26	19	317	330	261	308	501	271	253	234	
86	42	8	161	64	50	40	123	86	35	12	4	65	27	20	39	108	13	22	5	40	16	15	61	25	36	22	30	18	22	48	
208	239	109	496	394	358	91	471	112	281	72	65	278	162	180	152	304	158	134	82	272	88	96	672	495	403	420	668	361	325	718	
0	1	3	6	5	3	0	5	0	3	1	0	1	3	1	0	3	2	2	1	8	0	0	4	4	3	3	3	1	3	10	
294	280	114	651	453	405	131	589	198	313	83	69	342	186	199	191	409	169	154	86	304	104	111	729	516	436	439	695	378	344	756	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	2	0	2	3	2	1	3	0	0	0	1	3	4	1	2	3	1	3	0	2	0	0	4	4	6	3	5	4	4	8	
59	25	5	117	47	56	9	74	10	47	13	4	33	20	20	22	20	36	8	9	33	9	9	140	67	68	67	85	72	54	111	
36	18	7	70	67	47	15	68	9	29	4	8	31	10	8	26	40	21	16	12	27	11	15	61	49	42	44	62	55	42	65	
196	230	102	457	328	289	105	438	176	231	65	56	270	150	166	133	332	109	126	59	235	81	84	512	383	315	320	530	242	233	554	
1	2	0	1	2	0	0	2	0	1	1	0	4	1	2	4	5	1	1	2	5	0	0	6	5	3	3	4	2	5	6	
2	1	0	3	3	7	1	3	1	2	0	0	0	1	1	3	1	1	0	3	1	1	2	0	3	1	1	1	1	3	4	
0	1	0	0	3	2	0	0	1	1	0	0	0	0	0	0	4	0	0	1	0	2	1	4	4	1	1	7	2	3	5	
0	1	0	1	0	2	0	1	1	2	0	0	1	0	1	1	4	0	0	0	1	0	0	2	1	0	0	1	0	0	3	
