"УИК №869"	"УИК №870"	"УИК №871"	"УИК №872"	"УИК №873"	"УИК №874"	"УИК №875"	"УИК №876"	"УИК №877"	"УИК №878"	"УИК №879"	"УИК №880"	"УИК №881"	"УИК №882"	"УИК №883"	"УИК №884"	"УИК №885"	"УИК №886"	"УИК №887"	"УИК №888"	"УИК №889"	"УИК №890"	"УИК №891"	"УИК №892"	"УИК №893"	"УИК №894"	"УИК №895"	"УИК №896"	"УИК №897"	"УИК №898"	"УИК №899"	"УИК №900"	"УИК №901"	"УИК №902"	"УИК №903"	"УИК №904"	"УИК №905"	"УИК №906"	"УИК №907"	"УИК №908"	"УИК №909"	"УИК №910"	"УИК №911"	
1036	1092	1020	1013	843	760	547	207	134	194	69	173	852	364	131	156	73	474	208	111	126	251	156	364	197	135	148	208	138	42	367	188	274	140	150	87	426	252	213	173	149	158	264	
1040	1115	1060	1050	880	775	575	205	130	195	75	180	885	370	130	155	75	470	205	115	135	255	155	375	180	145	145	225	135	45	380	185	275	135	155	90	435	250	215	180	145	165	270	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	
527	566	508	465	441	291	289	107	76	86	42	94	406	240	72	104	36	199	93	53	46	144	103	152	80	39	58	101	77	8	186	93	168	61	93	51	208	135	134	119	86	113	211	
27	61	24	27	18	55	34	11	10	25	4	15	43	12	8	7	7	47	7	8	24	11	8	30	37	19	38	13	3	0	11	10	4	2	8	5	23	15	28	7	17	9	13	
486	488	528	558	421	429	252	87	44	84	29	71	436	118	50	44	32	224	105	54	65	100	44	193	63	87	49	111	55	28	183	82	103	72	54	34	204	100	53	54	42	43	46	
27	61	24	27	18	55	34	11	10	25	4	15	43	12	8	7	7	47	7	8	24	11	8	30	37	19	38	13	3	9	11	10	4	2	8	5	23	15	28	7	17	9	13	
527	566	508	465	441	291	289	107	76	86	42	94	405	240	72	104	36	199	93	53	46	144	103	152	80	39	58	101	77	8	186	93	168	61	93	51	208	135	134	119	86	113	211	
6	5	0	11	4	3	4	1	0	1	0	1	4	1	1	1	0	1	0	1	0	2	2	0	0	1	0	2	0	1	1	1	0	0	0	0	0	2	1	1	1	0	3	
548	622	532	481	455	343	319	117	86	110	46	108	444	251	79	110	43	245	100	60	70	153	109	182	117	57	96	112	80	16	196	102	172	63	101	56	231	148	161	125	102	122	221	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	4	2	1	2	2	1	0	0	1	0	0	2	0	0	2	0	1	1	1	0	0	2	1	1	3	1	0	0	0	2	1	0	1	0	0	1	1	1	0	0	0	0	
95	135	84	86	77	53	54	9	13	10	1	13	60	37	10	8	3	40	19	9	2	25	4	22	13	3	11	23	0	4	15	3	37	10	6	2	32	16	6	13	7	1	27	
27	35	33	43	30	25	20	2	12	5	1	7	23	18	10	18	3	19	11	10	6	8	7	9	11	6	4	7	2	3	18	5	16	6	7	4	14	10	10	8	9	9	6	
412	443	403	348	338	258	239	106	61	91	44	87	354	188	57	82	34	184	66	39	60	120	96	147	92	45	79	79	77	8	156	92	118	46	87	48	177	117	143	103	85	112	185	
2	3	5	2	2	4	1	0	0	1	0	1	2	5	1	0	0	1	1	0	0	0	0	2	0	0	0	2	1	0	2	1	1	0	0	1	3	4	0	0	0	0	2	
2	0	3	1	3	0	1	0	0	2	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	1	
4	2	2	0	3	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	
0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	
