"УИК №449"	"УИК №450"	"УИК №451"	"УИК №452"	"УИК №453"	"УИК №454"	"УИК №455"	"УИК №456"	"УИК №457"	"УИК №458"	"УИК №459"	"УИК №460"	"УИК №461"	"УИК №462"	"УИК №463"	"УИК №464"	"УИК №465"	"УИК №466"	"УИК №467"	
395	400	357	369	607	434	368	683	462	292	373	340	436	384	420	731	355	1938	1426	
400	400	350	400	650	450	350	700	450	250	350	300	400	400	400	750	350	2000	1450	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
192	218	189	169	316	274	208	436	306	216	250	210	223	222	242	397	219	1103	817	
30	23	25	39	42	28	17	37	18	10	18	34	19	13	15	44	27	52	47	
178	159	136	192	292	148	125	227	126	24	82	56	158	165	143	309	104	845	586	
30	23	25	39	42	28	17	37	18	10	18	34	19	13	15	44	27	52	47	
192	218	189	169	316	274	208	436	306	216	250	210	223	222	242	397	219	1103	817	
3	1	1	2	4	4	1	5	2	2	2	2	5	2	2	4	0	17	9	
219	240	213	206	354	298	224	468	322	224	266	242	237	233	255	437	246	1138	855	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	6	0	0	1	0	1	1	2	3	1	1	1	0	0	1	12	10	
16	28	7	17	35	27	18	17	15	11	17	10	11	9	29	33	18	133	138	
18	24	10	17	29	23	27	30	35	15	13	12	29	17	20	27	14	88	65	
179	181	185	169	280	238	173	416	261	191	231	215	186	205	204	365	206	877	613	
4	1	2	1	1	1	2	1	4	2	0	0	6	0	0	3	2	12	11	
0	3	1	0	6	6	1	1	1	2	0	2	0	0	0	3	1	4	3	
2	2	0	2	2	2	2	2	2	1	2	0	1	1	0	3	0	4	6	
0	0	2	0	1	0	1	0	3	0	0	2	3	0	2	3	4	8	9	
