"УИК №275"	"УИК №276"	"УИК №277"	"УИК №278"	"УИК №280"	"УИК №281"	"УИК №282"	"УИК №284"	"УИК №285"	"УИК №286"	"УИК №287"	"УИК №288"	"УИК №289"	"УИК №290"	"УИК №291"	"УИК №292"	"УИК №293"	"УИК №294"	"УИК №295"	"УИК №296"	"УИК №297"	"УИК №298"	"УИК №299"	"УИК №300"	
550	59	973	213	68	1038	205	431	80	742	86	177	127	564	121	1532	1141	507	96	516	120	71	376	483	
600	70	1050	230	80	1100	220	450	110	810	100	200	130	600	130	1650	1180	550	110	570	160	70	450	530	
0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	20	4	
291	37	516	150	42	694	93	286	54	466	53	116	89	320	81	997	641	275	55	277	100	33	225	300	
62	5	66	5	2	61	10	28	2	35	3	6	2	28	10	73	47	34	6	15	11	24	36	68	
247	28	468	75	36	345	73	136	54	309	44	78	39	252	39	580	492	241	33	278	49	13	169	158	
62	5	66	5	2	61	54	28	2	35	3	6	2	28	10	73	47	34	22	15	11	24	56	72	
291	37	516	150	42	694	93	286	54	466	53	116	89	320	81	997	641	275	55	277	100	33	225	300	
5	1	8	3	2	11	2	2	2	9	1	1	1	5	4	17	9	4	4	2	1	1	7	4	
348	41	574	152	42	744	145	312	54	492	55	121	90	343	87	1053	679	305	73	290	110	56	274	368	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	0	4	1	0	6	0	0	0	0	0	0	0	3	1	5	5	3	0	2	0	1	0	6	
34	8	97	18	5	141	11	52	7	122	3	7	4	82	23	304	207	77	16	94	22	6	32	53	
33	5	39	18	6	83	7	27	0	34	6	23	8	21	11	67	67	22	9	33	16	8	43	20	
274	26	427	112	31	506	125	230	46	327	45	87	77	229	49	654	391	199	47	159	70	41	194	283	
3	2	2	1	0	3	0	1	0	1	1	1	0	4	3	12	2	4	0	0	0	0	2	1	
2	0	3	0	0	3	1	1	0	5	0	1	0	2	0	3	2	0	0	0	0	0	2	3	
0	0	2	2	0	0	0	1	0	2	0	1	0	0	0	5	5	0	1	2	0	0	0	1	
0	0	0	0	0	2	1	0	1	1	0	1	1	2	0	3	0	0	0	0	2	0	1	1	
