"УИК №492"	"УИК №493"	"УИК №494"	"УИК №495"	"УИК №496"	"УИК №497"	"УИК №498"	"УИК №499"	"УИК №500"	"УИК №501"	"УИК №502"	"УИК №503"	"УИК №504"	"УИК №505"	"УИК №506"	"УИК №507"	"УИК №508"	"УИК №509"	"УИК №510"	"УИК №511"	"УИК №512"	"УИК №513"	"УИК №514"	"УИК №515"	"УИК №516"	"УИК №517"	"УИК №518"	
716	282	175	169	98	187	249	1409	248	375	443	66	158	382	561	587	615	617	266	216	176	445	231	171	1066	91	89	
700	250	180	170	100	190	250	1400	230	370	450	70	160	380	550	450	550	600	250	200	190	450	230	180	1000	100	90	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
423	134	49	76	40	86	116	678	113	158	183	36	82	200	266	344	367	339	130	93	76	198	123	67	560	51	54	
12	24	51	13	3	9	42	83	22	70	64	4	5	27	52	35	14	17	9	7	9	22	15	10	31	3	7	
265	92	80	81	57	95	92	639	95	142	203	30	73	153	232	71	169	244	111	100	105	230	92	103	409	46	29	
12	24	51	13	3	9	42	83	22	70	64	4	5	27	52	35	14	17	9	7	9	22	15	10	31	3	7	
423	134	49	76	40	86	116	678	113	158	183	36	82	199	266	344	367	339	130	93	76	198	123	67	560	51	54	
7	1	0	0	0	0	0	11	0	1	2	0	1	1	7	7	3	5	3	1	0	2	0	0	8	0	0	
428	157	100	89	43	95	158	750	135	227	245	40	86	225	311	372	378	351	136	99	85	218	138	77	583	54	61	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	0	2	0	0	0	0	2	1	4	4	1	1	2	0	4	3	0	2	0	0	1	0	0	1	0	0	
45	9	10	15	6	8	23	96	11	14	20	1	2	21	63	54	69	70	16	13	4	25	9	5	70	3	3	
29	10	7	5	6	10	6	41	10	21	19	5	5	19	39	45	34	42	13	13	8	14	9	7	65	7	2	
343	134	81	67	31	75	126	605	112	184	198	31	76	180	206	260	261	237	105	72	72	175	113	64	438	44	55	
1	1	0	0	0	1	1	3	0	0	1	0	1	2	0	4	6	1	0	1	0	1	1	0	2	0	0	
5	3	0	0	0	1	2	0	0	3	2	2	1	0	1	3	1	0	0	0	0	0	0	1	5	0	0	
2	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	2	0	0	0	1	1	5	0	2	0	1	
1	0	0	2	0	0	0	2	0	0	1	0	0	0	1	1	2	1	0	0	0	1	1	0	0	0	0	
